host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,,
0,2,1,4,1,1,6,4,4,365,5,5,5,5,5,5,1,1,,
0,30,2,2,1,1,1,1,1,1125,5,5,5,5,5,5,1,1,,
0,32,1,6,2,3,3,5,1,1125,5,5,5,5,5,5,1,1,,
0,3,2,1,1,2,0,2,1,1125,5,5,5,5,5,5,1,1,,
0,3,1,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,5,,
0,4,2,1,1,1,3,5,2,7,10,10,10,10,10,10,1,1,,
0,2,2,1,1,1,1,1,1,7,5,5,5,5,5,5,1,1,,
0,3,1,4,2,2,3,10,1,1125,5,5,5,5,5,5,0,5,,
0,1,2,6,1,2,2,2,1,7,5,5,5,5,5,5,1,1,,
0,4,2,1,1,1,2,2,1,1125,5,5,5,5,5,5,1,2,,
0,4,2,2,1,1,1,3,1,1125,10,8,10,10,10,8,1,2,,
0,4,1,4,1,1,1,2,3,14,10,9,10,10,10,10,0,1,,
0,1,1,2,1,1,1,2,2,1125,9,8,9,10,9,9,1,16,,
0,1,1,3,1,1,2,3,3,1125,9,9,9,9,10,10,0,4,,
0,2,1,4,1,2,2,3,1,30,4,2,2,6,2,2,1,1,,
0,1,2,1,1,1,1,1,5,360,10,10,10,10,10,8,0,3,,
0,1,2,2,1,1,0,2,2,1125,5,5,5,5,5,5,0,3,,
1,4,1,4,1,1,4,8,2,1125,10,10,10,10,10,10,1,2,,
1,4,1,4,1,2,6,8,4,1125,10,10,10,10,10,9,1,2,,
0,1,4,1,1,1,1,1,1,1125,9,9,10,9,10,9,1,12,,
0,1,4,1,1,1,1,1,1,1125,10,10,10,10,10,10,1,12,,
0,1,4,1,2,1,2,1,1,1125,8,8,10,9,9,9,1,12,,
0,1,4,1,2,1,2,1,1,1125,8,8,9,9,9,9,1,12,,
0,1,4,1,1,1,10,1,1,1125,8,8,10,10,6,6,1,12,,
0,31,1,4,1,2,2,3,6,1125,10,10,10,10,10,10,0,1,,
0,23,3,2,1,11,1,7,2,1125,5,5,5,5,5,5,1,1,,
0,7,2,2,1,1,1,5,2,15,5,5,5,5,5,5,1,1,,
0,2,1,5,1,1,3,4,1,1125,9,9,9,10,9,10,0,1,,
0,13,1,8,2.5,3,5,7,3,1125,7,7,7,7,6,6,1,1,,
0,23,1,4,1,2,3,4,1,1125,5,5,5,5,5,5,0,5,,
1,1,1,2,2,1,1,4,3,30,10,10,10,10,10,10,0,1,,
0,2,1,6,1,2,2,2,5,360,9,9,9,9,8,9,1,17,,
0,3,1,8,2,2,4,6,1,500,6,6,6,6,6,6,0,5,,
0,3,3,4,1,1,4,6,1,1125,5,5,5,5,5,5,1,8,,
0,5,2,3,2,3,1,7,1,30,5,5,5,5,5,5,1,1,,
0,1,3,2,1,1,1,12,1,1125,5,5,5,5,5,5,1,5,,
0,8,1,2,1,1,1,3,30,1125,10,10,10,10,10,10,0,1,,
0,3,3,3,1,1,3,4,1,1125,10,10,10,6,10,10,1,8,,
0,3,3,3,1,1,3,5,1,1125,5,5,5,5,5,5,1,8,,
0,3,3,2,1,1,1,5,1,1125,5,5,5,5,5,5,1,8,,
0,25,1,3,1,1,2,6,1,15,4,10,8,4,2,6,1,1,,
0,2,1,3,1,1,1,4,3,45,10,9,10,10,10,10,0,1,,
0,3,3,2,1,1,1,3,1,1125,5,5,5,5,5,5,1,8,,
0,2,1,4,1,1,3,5,2,1125,6,6,8,7,8,6,0,2,,
0,1,1,2,1,1,1,2,1,1125,10,10,10,10,10,9,1,16,,
0,3,2,2,1,1,1,2,1,1125,10,10,10,10,10,10,0,1,,
0,1,1,2,1,1,1,2,2,6,10,10,10,10,10,10,0,1,,
0,1,1,5,1,3,3,5,2,387,9,8,9,9,9,9,1,10,,
0,3,2,4,1,5,61,46,1,1,9,9,10,9,7,10,1,7,,
0,2,1,5,1,2,4,4,1,1125,5,5,5,5,5,5,1,1,,
0,6,2,2,1,1,2,2,1,31,5,5,5,5,5,5,1,1,,
0,7,1,8,2,3,5,2,5,29,9,8,10,10,9,9,1,6,,
0,6,1,2,1,2,2,2,3,5,10,10,10,10,10,10,1,2,,
0,5,1,4,1,1,0,6,2,1125,5,5,5,5,5,5,1,1,,
0,4,3,6,1,1,5,6,1,28,5,5,5,5,5,5,1,11,,
0,7,2,2,1,1,1,1,1,1125,9,9,10,9,10,9,0,2,,
0,4,2,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,1,,
0,1,2,1,1,1,1,1,1,1125,10,10,10,10,10,10,1,1,,
0,3,2,2,1,1,1,5,1,1125,5,5,5,5,5,5,0,181,,
0,1,3,4,1,1,1,6,1,115,5,5,5,5,5,5,1,13,,
0,18,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,1,3,2,1,1,1,11,1,1125,5,5,5,5,5,5,1,5,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,17,2,2,1,1,2,2,1,45,10,9,10,10,10,10,1,3,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,4,1,1,1,3,2,90,8,6,10,10,6,8,0,20,,
0,3,2,2,1,1,1,4,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,4,1,1,1,7,1,100,5,5,5,5,5,5,1,13,,
0,4,2,1,1,1,1,1,15,90,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
1,2,1,2,1,1,1,2,30,1125,5,5,5,5,5,5,0,4,,
0,3,2,2,1,1,1,5,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,1,2,1125,10,8,10,10,10,10,0,1,,
0,3,2,2,1,1,1,5,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,13,1,1125,5,5,5,5,5,5,0,181,,
1,1,1,2,1,1,1,5,3,60,10,10,10,10,10,10,1,10,,
0,3,2,2,1,1,1,6,3,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,4,1,1,1,5,1,100,6,10,2,10,6,6,1,13,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,2,1,1,1,1,1,6,4,60,7,6,7,7,10,8,0,1,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,4,1,1,1,7,1,100,5,5,5,5,5,5,1,13,,
0,15,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,25,2,1,1,1,1,1,3,1125,10,9,10,10,9,10,0,1,,
1,1,1,4,1,2,3,3,3,1125,10,10,10,10,10,10,1,4,,
0,5,1,4,1,2,2,3,5,13,10,9,10,10,10,10,1,1,,
0,15,2,2,1,1,2,1,1,1125,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,30,1,1125,5,5,5,5,5,5,0,181,,
0,7,1,4,1,1,4,2,30,90,5,5,5,5,5,5,1,1,,
0,1,1,3,1,1,2,4,2,1125,9,9,10,9,10,9,1,15,,
0,2,4,1,1,1,1,1,1,1125,8,10,8,10,8,10,1,1,,
0,1,2,3,1,1,2,2,1,1125,5,5,5,5,5,5,0,1,,
1,1,1,5,1,2,3,3,2,90,10,10,10,10,10,10,1,2,,
0,1,1,4,1,1,2,3,2,1125,10,9,10,10,10,10,1,12,,
1,1,1,8,1,3,3,14,2,1125,10,10,10,10,10,10,1,8,,
0,1,1,4,1,1,2,3,2,1125,10,9,10,10,10,10,1,12,,
0,1,2,1,1,1,1,2,1,1125,5,5,5,5,5,5,1,1,,
1,1,1,4,1,1,1,8,2,90,10,10,10,10,10,10,0,2,,
0,2,1,8,1,4,8,5,2,1125,6,8,9,8,10,7,1,5,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,7,2,1,2,2,2,1,3,1125,10,10,10,10,9,10,0,1,,
0,2,2,2,1,1,1,11,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,10,2,2,1,1,1,11,1,1125,5,5,5,5,5,5,0,181,,
0,21,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
1,1,1,3,1,1,1,2,5,60,10,10,10,10,10,10,1,2,,
0,3,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,24,1,1125,5,5,5,5,5,5,0,181,,
0,3,1,4,1,2,4,4,1,120,5,5,5,5,5,5,0,1,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
1,1,2,2,1,1,2,1,1,1125,10,9,10,10,10,10,1,3,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
1,1,2,2,1,1,1,1,1,1125,10,9,10,10,10,9,1,3,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
1,1,1,6,2,3,3,7,7,100,5,5,5,5,5,5,1,1,,
0,6,2,1,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,4,2,1,1,2,1,2,2,40,10,10,10,10,10,10,0,1,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
1,5,1,2,1,1,1,6,4,1125,10,10,10,10,9,9,0,3,,
0,3,2,2,1,1,1,11,1,1125,5,5,5,5,5,5,0,181,,
1,1,1,1,1,1,1,2,20,1125,10,10,10,10,10,10,0,1,,
0,3,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,21,1,5,2,2,3,3,30,60,5,5,5,5,5,5,1,3,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,13,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,9,2,1,1,1,1,2,3,30,5,5,5,5,5,5,0,2,,
0,17,1,6,2,2,6,9,2,1125,8,10,9,9,9,9,1,2,,
0,22,2,2,1,1,1,1,3,1125,5,5,5,5,5,5,1,3,,
0,8,2,1,1,2,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,17,2,1,2,2,3,1,1,90,10,10,10,10,10,10,0,1,,
0,5,2,2,1,1,1,1,1,15,10,10,10,10,10,10,1,2,,
1,19,1,3,1,1,3,4,2,1125,10,9,10,10,9,10,1,1,,
0,6,2,1,1,1,1,1,2,1125,5,5,5,5,5,5,1,1,,
0,1,2,2,1,1,1,2,1,100,10,9,10,10,10,10,1,4,,
0,9,1,4,2,3,3,3,20,1125,5,5,5,5,5,5,0,3,,
0,3,3,6,2,2,4,20,1,1125,5,5,5,5,5,5,1,1,,
0,4,2,4,1,2,2,3,2,15,5,5,5,5,5,5,1,1,,
0,8,1,2,1,1,1,3,4,1125,10,9,10,10,10,10,0,1,,
0,15,4,2,1,1,2,3,1,1125,5,5,5,5,5,5,1,1,,
0,14,4,10,1,1,1,1,1,1125,5,5,5,5,5,5,1,4,,
1,1,1,6,2,1,1,6,1,1125,10,10,10,10,10,10,0,5,,
0,20,2,2,1,1,2,2,1,1125,5,5,5,5,5,5,1,1,,
0,7,1,4,1,1,3,3,15,1125,5,5,5,5,5,5,0,1,,
0,22,2,2,1,1,1,1,2,1125,5,5,5,5,5,5,1,3,,
0,10,1,6,2,2,6,6,3,30,10,9,10,10,9,10,1,7,,
0,2,2,2,1,2,2,1,1,1125,5,5,5,5,5,5,0,1,,
0,13,2,3,1,1,3,2,1,1125,5,5,5,5,5,5,1,1,,
1,1,1,3,1,1,2,3,2,1125,10,10,10,10,9,10,0,11,,
0,18,4,5,1,1,1,6,10,1125,5,5,5,5,5,5,0,1,,
0,25,1,4,1,1,1,7,30,1125,5,5,5,5,5,5,1,1,,
0,2,2,2,1,1,1,2,1,5,5,5,5,5,5,5,0,1,,
1,19,1,2,1,1,1,6,2,1125,10,9,10,10,10,10,1,1,,
0,1,1,4,1,1,1,5,1,100,5,5,5,5,5,5,1,13,,
1,6,1,4,1,1,3,2,7,365,10,10,10,10,10,10,0,1,,
0,20,1,2,1,1,1,2,2,4,5,5,5,5,5,5,1,1,,
0,8,3,2,1,1,1,3,1,1125,8,8,9,8,7,7,1,4,,
0,18,2,2,1,1,1,3,1,1125,5,5,5,5,5,5,1,1,,
0,1,1,5,1,1,2,5,1,1125,5,5,5,5,5,5,1,2,,
1,4,1,4,2,2,2,4,2,200,10,10,10,10,10,10,0,2,,
0,14,2,2,1,1,5,1,1,1125,10,9,10,10,9,9,1,1,,
0,1,2,2,1,1,1,18,1,1125,5,5,5,5,5,5,0,181,,
0,4,2,2,1,1,1,2,3,1125,10,10,10,10,10,10,1,1,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,4,2,2,1,1,1,2,2,1125,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,11,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,8,3,1,1,1,1,3,1,1125,10,9,10,10,9,8,1,4,,
0,10,2,1,1,1,1,3,7,60,5,5,5,5,5,5,1,1,,
0,8,3,2,1,1,2,3,1,1125,5,5,5,5,5,5,1,4,,
0,2,1,4,2,2,2,5,3,1125,5,5,5,5,5,5,1,1,,
0,8,3,3,1,2,2,5,1,1125,8,10,10,10,8,8,1,4,,
0,23,1,4,1,1,1,4,2,1125,10,10,10,10,10,10,1,1,,
0,3,2,6,1,2,6,9,1,1125,5,5,5,5,5,5,1,1,,
1,1,1,3,1,1,2,3,2,1125,10,9,10,10,10,9,1,6,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,3,2,1,2,4,4,1125,5,5,5,5,5,5,1,2,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,23,2,4,2,2,1,3,1,1125,10,6,10,10,8,8,1,1,,
0,1,2,2,1,1,1,2,5,90,9,9,10,10,9,10,0,1,,
0,13,1,10,1,5,5,20,30,1125,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,5,1,7,2,3,3,6,3,1125,10,9,10,10,10,9,0,29,,
0,3,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,5,2,2,1,1,1,2,1,7,5,5,5,5,5,5,0,1,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,39,1,2,1,1,2,2,2,100,5,5,5,5,5,5,1,2,,
0,3,2,2,1,1,1,5,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,4,1,3,1,1,1,3,3,1125,10,8,9,10,10,9,0,1,,
0,1,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,21,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,5,2,2,1,1,1,20,1,1125,5,5,5,5,5,5,0,181,,
1,4,1,5,2,2,2,6,3,999,10,10,10,10,10,10,0,5,,
0,1,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,14,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,2,2,2,1,1,1,11,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,2,2,2,1,1,1,21,1,1125,5,5,5,5,5,5,0,181,,
1,5,1,5,1,2,2,5,3,28,10,10,10,10,10,10,0,1,,
0,4,2,1,1,1,1,2,1,7,5,5,5,5,5,5,0,1,,
1,12,1,4,1,1,2,4,14,365,10,10,10,10,10,10,1,3,,
0,9,2,3,1,1,3,1,1,1125,10,10,10,10,10,10,1,1,,
0,3,1,2,1,2,2,8,1,1125,2,2,2,2,2,2,1,4,,
0,20,1,2,1,1,1,4,1,1125,5,5,5,5,5,5,0,2,,
0,1,2,1,1,1,1,1,3,1125,10,8,10,10,8,10,1,3,,
0,2,2,2,1,1,3,2,1,6,5,5,5,5,5,5,0,1,,
0,2,2,2,1,2,2,2,1,7,5,5,5,5,5,5,1,1,,
0,15,2,2,2,1,1,2,7,1125,5,5,5,5,5,5,0,2,,
0,2,1,4,2,2,2,5,2,1125,10,10,10,10,10,10,1,1,,
0,3,2,2,1,1,1,15,1,1125,5,5,5,5,5,5,0,181,,
0,28,2,2,1,1,1,13,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,4,1,1,1,4,1,1000,10,10,10,10,10,10,1,13,,
0,4,2,2,1,1,1,21,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,18,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,2,2,1,50,5,5,5,5,5,5,1,9,,
0,1,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,9,1,2,1,1,2,10,3,1125,5,5,5,5,5,5,1,1,,
0,12,3,4,1,1,4,1,1,1125,5,5,5,5,5,5,0,22,,
0,16,2,1,1,1,1,1,1,30,5,5,5,5,5,5,1,1,,
0,12,2,1,1,1,1,1,5,1125,5,5,5,5,5,5,0,22,,
0,20,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,12,3,2,1,1,2,1,5,1125,5,5,5,5,5,5,0,22,,
0,3,2,2,1,1,1,18,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,4,1,1,1,12,1,1125,10,10,8,10,10,10,1,5,,
0,1,2,2,1,1,1,13,1,1125,5,5,5,5,5,5,0,181,,
0,8,2,2,1,1,1,1,1,5,5,5,5,5,5,5,1,1,,
0,3,2,2,1,1,1,12,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,12,1,1125,5,5,5,5,5,5,0,181,,
0,2,2,2,1,1,1,3,2,7,10,10,8,10,10,10,0,1,,
0,1,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,7,1,4,1,2,2,3,2,1125,9,9,10,10,9,9,1,2,,
0,3,2,2,1,1,1,5,1,1125,5,5,5,5,5,5,0,181,,
0,1,2,2,1,1,1,20,1,1125,5,5,5,5,5,5,0,181,,
1,1,1,7,1,3,3,7,4,180,10,10,10,10,10,10,0,3,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,30,1,2,2,1,2,4,5,5,10,9,10,10,10,9,0,1,,
0,1,2,2,1,1,1,11,1,1125,5,5,5,5,5,5,0,181,,
0,3,1,3,1,1,1,4,2,1125,5,5,5,5,5,5,1,9,,
0,4,4,1,1,1,1,1,1,1125,5,5,5,5,5,5,1,1,,
0,14,1,4,1,1,1,6,1,1125,5,5,5,5,5,5,1,2,,
1,1,1,4,1,1,2,2,2,1125,10,10,10,10,9,10,1,38,,
0,3,1,2,1,1,1,4,1,1125,5,5,5,5,5,5,0,6,,
0,4,2,3,1,1,2,1,2,60,5,5,5,5,5,5,1,2,,
0,1,1,4,1,1,2,3,1,90,9,9,10,10,10,9,0,20,,
0,14,1,4,1,2,2,9,1,1125,5,5,5,5,5,5,1,2,,
0,3,2,2,1,1,1,8,1,1125,5,5,5,5,5,5,0,181,,
0,17,1,3,1,1,1,2,1,365,5,5,5,5,5,5,0,1,,
1,31,2,1,1,1,2,1,1,1125,10,9,10,10,10,10,0,1,,
0,1,1,2,1,1,1,2,1,1125,9,8,8,9,7,9,1,10,,
0,1,1,2,1,1,1,2,1,1125,6,6,8,8,10,6,1,10,,
0,1,1,2,1,1,1,2,1,1125,7,9,10,9,8,9,1,10,,
0,13,1,4,1,1,3,7,2,90,10,10,10,10,10,10,1,2,,
1,3,1,6,2,3,3,10,3,1125,10,10,10,10,9,9,0,4,,
0,5,2,2,1,1,1,1,1,1125,5,5,5,5,5,5,1,1,,
1,2,3,11,2.5,4,6,4,2,1125,10,10,10,10,10,10,1,2,,
1,4,2,2,1,1,1,2,1,365,9,7,8,9,10,9,1,2,,
0,1,1,2,1,1,1,2,1,1125,10,10,10,10,10,10,1,10,,
0,1,1,2,1,1,1,2,1,1125,8,7,10,10,8,7,1,10,,
0,1,1,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,10,,
0,1,1,2,1,1,1,2,1,1125,2,2,8,6,4,8,1,10,,
0,1,1,2,1,1,1,2,1,1125,6,8,10,10,4,10,1,10,,
0,1,1,2,1,1,2,2,1,1125,8,10,8,10,9,8,1,10,,
0,1,1,2,1,1,1,2,1,1125,5,5,5,5,5,5,1,10,,
0,4,1,4,1,3,3,4,1,1125,10,10,10,10,10,9,0,2,,
0,3,2,1,1,1,1,2,1,30,5,5,5,5,5,5,1,1,,
0,1,1,3,1,1,1,4,1,1125,8,6,10,7,9,7,0,5,,
0,30,1,5,1,2,4,6,2,31,9,9,10,10,9,9,1,1,,
0,3,1,3,1,1,3,3,60,90,9,9,10,10,10,9,1,1,,
0,17,1,3,1,1,1,3,7,1125,5,5,5,5,5,5,1,1,,
0,34,1,16,6,5,5,33,3,1125,10,10,10,10,10,9,1,1,,
0,4,1,6,1,3,3,4,5,90,10,10,10,10,10,10,0,1,,
0,8,1,5,2,2,2,3,30,1125,5,5,5,5,5,5,0,1,,
0,1,1,3,1,1,2,3,1,90,10,9,10,10,10,9,0,20,,
0,5,4,2,1,1,2,2,3,7,5,5,5,5,5,5,1,8,,
0,3,2,2,1,1,2,2,7,1125,5,5,5,5,5,5,1,8,,
0,8,4,1,1,1,2,2,3,28,5,5,5,5,5,5,1,8,,
0,3,2,2,1,1,2,2,3,1125,5,5,5,5,5,5,1,8,,
0,21,1,4,1,2,3,5,1,1125,5,5,5,5,5,5,1,1,,
1,15,1,4,2,2,3,5,5,1125,10,10,10,10,10,9,1,3,,
0,3,3,1,1,1,1,1,1,1000,10,8,9,9,10,10,1,5,,
0,2,2,1,1,1,1,1,1,1125,8,8,10,10,10,8,0,2,,
0,5,2,2,1,1,1,3,1,30,10,10,10,10,10,10,1,1,,
1,5,1,10,4,4,8,21,3,29,9,9,10,10,10,10,1,1,,
0,8,1,6,1,2,4,6,2,190,5,5,5,5,5,5,1,67,,
0,8,1,5,1,2,3,5,2,199,4,8,9,7,6,4,1,67,,
0,6,2,2,1,1,1,2,1,1125,10,10,10,10,10,10,1,1,,
0,17,1,4,2,2,5,6,1,1125,5,5,5,5,5,5,0,1,,
0,3,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,19,2,4,1,2,2,8,5,1125,5,5,5,5,5,5,1,3,,
0,3,2,5,1,1,5,4,2,1125,8,6,10,10,10,8,1,6,,
0,31,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,12,2,2,1,1,1,17,1,1125,5,5,5,5,5,5,0,181,,
1,1,2,2,1,1,1,1,1,1125,10,9,10,10,10,10,1,3,,
0,2,1,6,3,3,3,6,3,1125,5,5,5,5,5,5,0,1,,
0,1,2,2,1,1,1,1,1,90,9,9,9,9,9,9,1,2,,
0,7,2,2,1,1,1,5,1,1125,5,5,5,5,5,5,0,181,,
0,20,2,2,1,1,2,1,1,30,5,5,5,5,5,5,1,1,,
0,6,2,2,1,1,3,1,1,15,8,8,10,10,10,8,1,1,,
1,11,1,2,1,1,1,3,1,1125,10,10,10,10,10,10,0,1,,
0,4,2,2,1,1,1,2,5,30,10,9,10,10,10,10,0,1,,
1,10,1,5,1,2,3,6,2,1125,10,9,9,10,9,9,1,2,,
0,1,2,2,1,1,2,2,1,1125,9,8,10,10,9,9,0,8,,
0,1,2,2,1,1,2,2,1,1125,8,8,10,9,8,7,0,8,,
0,1,2,3,1,1,3,2,1,1125,10,9,10,10,10,9,0,8,,
0,1,2,4,1,2,2,2,1,1125,2,5,6,6,7,3,0,8,,
0,14,1,6,1,2,5,4,4,40,5,5,5,5,5,5,1,2,,
0,29,2,1,1,1,1,1,1,1125,10,10,10,10,2,8,1,1,,
0,1,1,4,1,1,2,3,1,1125,10,10,10,10,10,9,0,1,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,11,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,2,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,1,3,4,1,1,2,3,1,1125,5,5,5,5,5,5,1,2,,
1,23,1,4,1,1,4,3,1,1125,10,10,10,10,10,10,1,1,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,2,3,8,2,3,5,8,28,100,5,5,5,5,5,5,1,6,,
0,1,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,13,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,11,2,2,1,1,0,1,1,1125,10,10,10,10,10,10,1,2,,
0,1,2,2,1,1,1,10,1,1125,5,5,5,5,5,5,0,181,,
0,1,1,4,2,1,1,6,1,30,5,5,5,5,5,5,1,1,,
0,2,3,8,2,3,5,11,28,1125,5,5,5,5,5,5,1,6,,
0,3,2,2,1,1,1,7,1,1125,5,5,5,5,5,5,0,181,,
0,20,2,2,1,1,1,9,1,1125,5,5,5,5,5,5,0,181,,
0,3,2,2,1,1,1,6,1,1125,5,5,5,5,5,5,0,181,,
0,2,3,8,2,3,5,11,28,1125,10,10,10,8,8,8,1,6,,
0,28,2,2,1,1,1,1,1,1125,5,5,5,5,5,5,0,1,,
0,1,1,4,1,1,1,3,2,90,10,10,10,10,10,10,0,20,,
0,4,2,2,1,1,1,2,1,10,10,10,10,10,10,10,0,1,,
0,1,4,1,2,1,2,1,1,1125,5,5,5,5,5,5,1,12,,
