,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
162,f,Sisli,Private room,1,1 bath,1.0,1.0,$95.00,1,1125,9.0,8.0,10.0,10.0,9.0,10.0,f,1
163,t,Beyoglu,Entire home/apt,6,1.5 baths,3.0,4.0,$761.00,2,60,10.0,10.0,10.0,10.0,10.0,9.0,t,13
164,t,Beyoglu,Entire home/apt,6,2 baths,3.0,3.0,$761.00,2,60,10.0,10.0,10.0,10.0,10.0,10.0,t,13
165,f,Kadikoy,Private room,1,1 bath,1.0,1.0,$122.00,1,14,,,,,,,f,1
166,t,Beyoglu,Entire home/apt,5,1 bath,2.0,3.0,$483.00,2,60,10.0,10.0,10.0,10.0,10.0,10.0,t,13
167,t,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$390.00,2,60,10.0,10.0,10.0,10.0,9.0,9.0,t,13
168,f,Beyoglu,Entire home/apt,6,1 bath,2.0,2.0,$942.00,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,f,11
169,f,Beyoglu,Entire home/apt,8,2 baths,3.0,8.0,$523.00,3,1125,10.0,9.0,10.0,10.0,10.0,9.0,f,1
170,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$129.00,3,1095,9.0,8.0,10.0,10.0,7.0,9.0,t,6
171,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$282.00,2,1095,9.0,9.0,10.0,10.0,8.0,9.0,t,6
172,f,Beyoglu,Entire home/apt,4,1.5 baths,2.0,2.0,$657.00,8,1125,10.0,9.0,9.0,10.0,10.0,9.0,f,1
173,f,Kadikoy,Private room,2,1 bath,1.0,2.0,$241.00,1,1125,,,,,,,f,1
174,f,Beyoglu,Private room,2,1.5 baths,1.0,2.0,$443.00,1,45,10.0,10.0,10.0,10.0,10.0,9.0,f,3
175,f,Beyoglu,Entire home/apt,5,1 bath,2.0,2.0,$571.00,2,1125,8.0,7.0,9.0,9.0,8.0,8.0,f,5
176,f,Besiktas,Entire home/apt,4,2 baths,2.0,2.0,$724.00,5,1125,9.0,10.0,10.0,10.0,10.0,10.0,f,1
177,f,Fatih,Private room,4,1 bath,1.0,3.0,"$1,142.00",1,1125,,,,,,,f,2
178,f,Besiktas,Private room,2,,1.0,1.0,"$1,323.00",1,1125,,,,,,,f,1
179,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$121.00,3,365,9.0,8.0,10.0,9.0,8.0,8.0,t,6
180,t,Sisli,Entire home/apt,6,1 bath,2.0,3.0,$475.00,3,30,10.0,10.0,10.0,10.0,10.0,10.0,t,2
181,f,Sisli,Entire home/apt,6,2 baths,2.0,3.0,"$1,047.00",2,30,10.0,10.0,10.0,10.0,10.0,10.0,f,2
182,t,Fatih,Entire home/apt,7,3 baths,5.0,5.0,"$1,523.00",2,1825,10.0,10.0,10.0,10.0,10.0,9.0,f,3
183,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$209.00,3,1125,9.0,9.0,9.0,9.0,10.0,10.0,t,6
184,f,Beyoglu,Private room,2,1 bath,1.0,1.0,$428.00,3,30,,,,,,,f,2
185,f,Sariyer,Private room,5,1 bath,1.0,4.0,"$1,444.00",5,1125,8.0,9.0,8.0,8.0,5.0,8.0,f,4
186,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$241.00,2,60,,,,,,,f,1
187,f,Besiktas,Entire home/apt,6,2 baths,3.0,3.0,"$1,207.00",2,1125,10.0,10.0,9.0,10.0,9.0,9.0,f,1
188,t,Beyoglu,Private room,2,1 shared bath,1.0,2.0,$266.00,7,1125,8.0,8.0,9.0,9.0,10.0,9.0,t,3
189,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$145.00,3,1095,9.0,9.0,10.0,9.0,8.0,9.0,t,6
190,f,Beyoglu,Private room,1,1 shared bath,1.0,1.0,$121.00,3,1095,9.0,9.0,9.0,9.0,6.0,8.0,f,6
191,t,Sisli,Entire home/apt,5,2 baths,2.0,2.0,$539.00,2,30,10.0,9.0,10.0,10.0,10.0,10.0,t,2
192,f,Sariyer,Private room,2,1 bath,1.0,1.0,$578.00,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,4
193,f,Beyoglu,Entire home/apt,6,1 bath,2.0,5.0,$897.00,30,1125,8.0,8.0,9.0,9.0,9.0,9.0,t,5
194,f,Sariyer,Private room,2,,1.0,1.0,$578.00,5,1125,,,,,,,f,4
195,f,Sariyer,Private room,1,1 bath,1.0,1.0,$385.00,5,1125,,,,,,,f,4
196,f,Sisli,Entire home/apt,4,Half-bath,2.0,1.0,$204.00,2,1125,9.0,10.0,10.0,10.0,9.0,10.0,f,3
197,f,Sisli,Entire home/apt,1,1 bath,1.0,1.0,$530.00,3,1125,,,,,,,f,2
198,f,Beyoglu,Private room,1,1 bath,1.0,1.0,$571.00,1,1825,,,,,,,f,1
199,t,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$381.00,1,365,8.0,6.0,10.0,10.0,8.0,8.0,f,5
200,t,Beyoglu,Private room,2,1 shared bath,1.0,1.0,$238.00,7,30,10.0,8.0,9.0,9.0,10.0,10.0,t,3
201,t,Besiktas,Private room,2,1 shared bath,1.0,2.0,$124.00,7,1125,10.0,10.0,9.0,10.0,9.0,9.0,f,11
202,f,Fatih,Private room,4,,1.0,1.0,"$1,127.00",1,1125,,,,,,,f,1
203,f,Kadikoy,Private room,1,1 bath,1.0,1.0,$381.00,1,1125,,,,,,,f,2
204,f,Beyoglu,Private room,1,,1.0,,$238.00,1,30,,,,,,,f,1
205,f,Fatih,Private room,5,2 baths,1.0,5.0,"$1,169.00",1,1125,,,,,,,f,1
206,f,Kadikoy,Private room,2,1 private bath,1.0,1.0,$385.00,7,14,10.0,10.0,9.0,10.0,9.0,10.0,t,3
207,f,Kadikoy,Private room,13,3 baths,1.0,13.0,$86.00,30,1125,10.0,8.0,10.0,10.0,10.0,10.0,f,4
208,t,Fatih,Hotel room,3,1.5 baths,2.0,2.0,$381.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,3
209,t,Fatih,Hotel room,4,1.5 baths,3.0,3.0,$381.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,3
210,f,Sariyer,Private room,1,1 bath,1.0,1.0,$611.00,1,1125,,,,,,,f,1
211,f,Fatih,Private room,2,1 bath,1.0,1.0,$517.00,1,180,,,,,,,t,1
212,f,Sisli,Entire home/apt,3,1.5 baths,2.0,2.0,$360.00,3,300,9.0,10.0,10.0,10.0,10.0,10.0,t,1
213,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$797.00,1,1125,,,,,,,f,1
214,t,Beyoglu,Entire home/apt,7,2 baths,2.0,4.0,$666.00,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
215,f,Silivri,Private room,1,,1.0,,"$1,263.00",1,3,,,,,,,f,1
216,f,Beyoglu,Private room,1,1 bath,1.0,1.0,$276.00,360,365,,,,,,,f,1
217,f,Fatih,Entire home/apt,2,1 bath,1.0,1.0,$171.00,1,1125,8.0,9.0,9.0,9.0,9.0,8.0,t,21
218,f,Kadikoy,Entire home/apt,11,1.5 baths,4.0,8.0,$571.00,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,f,4
219,f,Beyoglu,Shared room,1,,1.0,1.0,$476.00,1,1125,,,,,,,f,1
220,f,Fatih,Private room,1,,1.0,1.0,$241.00,1,1125,,,,,,,f,1
221,t,Sisli,Entire home/apt,3,1 bath,1.0,1.0,$684.00,3,365,9.0,9.0,10.0,9.0,10.0,9.0,f,5
222,f,Beyoglu,Private room,2,1 bath,1.0,1.0,$476.00,2,1125,,,,,,,f,1
223,t,Beyoglu,Entire home/apt,6,2 baths,3.0,4.0,"$1,713.00",1,365,9.0,10.0,10.0,10.0,10.0,9.0,f,11
224,t,Beyoglu,Entire home/apt,4,1 bath,2.0,3.0,$457.00,3,30,10.0,9.0,10.0,10.0,10.0,10.0,f,3
225,t,Beyoglu,Entire home/apt,5,1.5 baths,2.0,2.0,$904.00,2,180,10.0,10.0,10.0,9.0,10.0,9.0,t,11
226,t,Beyoglu,Entire home/apt,3,1 bath,1.0,0.0,$571.00,2,180,10.0,10.0,10.0,10.0,10.0,9.0,f,11
227,f,Kadikoy,Entire home/apt,5,2 baths,3.0,7.0,$529.00,4,30,10.0,9.0,10.0,10.0,10.0,10.0,f,1
228,t,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$571.00,2,150,10.0,10.0,10.0,9.0,10.0,9.0,f,11
229,t,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$571.00,2,150,10.0,10.0,10.0,10.0,10.0,10.0,f,11
230,t,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,"$1,332.00",2,180,9.0,10.0,10.0,10.0,9.0,10.0,f,11
231,f,Fatih,Entire home/apt,2,1 bath,1.0,2.0,$270.00,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,t,8
232,f,Fatih,Entire home/apt,6,2 baths,2.0,3.0,$329.00,2,1125,9.0,9.0,9.0,9.0,9.0,9.0,t,8
233,f,Umraniye,Private room,1,,1.0,,$481.00,1,1125,,,,,,,f,1
234,f,Fatih,Private room,2,1 shared bath,1.0,1.0,$163.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,2
235,f,Beyoglu,Entire home/apt,5,1 bath,2.0,2.0,"$1,427.00",1,1125,8.0,8.0,9.0,10.0,9.0,8.0,t,1
236,f,Fatih,Entire home/apt,4,1 bath,1.0,2.0,$337.00,2,1125,9.0,9.0,9.0,9.0,9.0,9.0,t,8
237,f,Fatih,Entire home/apt,2,1 bath,1.0,1.0,$261.00,2,1125,9.0,9.0,10.0,9.0,9.0,9.0,t,8
238,f,Sisli,Entire home/apt,3,1 bath,2.0,2.0,"$1,047.00",3,14,,,,,,,f,1
239,t,Besiktas,Private room,2,1 shared bath,1.0,1.0,$114.00,7,1000,10.0,10.0,10.0,10.0,10.0,10.0,f,11
240,f,Besiktas,Entire home/apt,4,2.5 baths,2.0,2.0,$495.00,2,200,10.0,10.0,10.0,10.0,10.0,10.0,f,1
241,f,Sisli,Private room,2,1.5 baths,1.0,2.0,$952.00,1,1825,,,,,,,f,1
242,f,Sariyer,Private room,1,1 bath,1.0,1.0,$687.00,180,1825,,,,,,,t,1
243,t,Bahcelievler,Entire home/apt,3,1 bath,1.0,2.0,$578.00,5,365,10.0,10.0,10.0,10.0,9.0,10.0,f,2
244,f,Beyoglu,Private room,1,1 bath,1.0,1.0,$517.00,5,365,10.0,10.0,8.0,10.0,10.0,10.0,f,1
245,t,Fatih,Entire home/apt,2,1.5 baths,1.0,2.0,$419.00,14,1125,9.0,10.0,10.0,10.0,9.0,9.0,t,4
246,t,Fatih,Entire home/apt,2,1 bath,1.0,1.0,$367.00,14,1125,9.0,9.0,9.0,9.0,9.0,9.0,t,4
247,f,Fatih,Entire home/apt,8,3 baths,2.0,2.0,"$2,202.00",1,1125,9.0,9.0,9.0,9.0,9.0,8.0,f,2
248,f,Sisli,Private room,1,Shared half-bath,1.0,1.0,$95.00,3,150,9.0,9.0,10.0,10.0,9.0,10.0,f,1
249,f,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$500.00,3,364,8.0,9.0,8.0,9.0,10.0,8.0,t,3
250,f,Besiktas,Private room,2,1 bath,1.0,1.0,$298.00,1,1125,9.0,8.0,10.0,10.0,9.0,9.0,f,3
251,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$209.00,180,1125,8.0,9.0,10.0,10.0,10.0,10.0,f,2
252,t,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$273.00,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,t,2
253,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$239.00,2,180,10.0,9.0,10.0,10.0,10.0,9.0,t,5
254,f,Beyoglu,Entire home/apt,3,1 bath,2.0,2.0,$607.00,2,1125,10.0,10.0,10.0,10.0,9.0,9.0,t,2
255,f,Sile,Private room,4,2 baths,2.0,2.0,$204.00,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,f,8
256,f,Sisli,Entire home/apt,4,,2.0,,$966.00,1,1125,,,,,,,f,1
257,f,Besiktas,Private room,2,3 baths,1.0,2.0,$333.00,1,1125,,,,,,,f,1
258,f,Beykoz,Entire home/apt,3,1 bath,1.0,1.0,$448.00,1,1125,10.0,10.0,10.0,10.0,9.0,9.0,f,1
259,f,Sile,Private room,5,1.5 baths,1.0,5.0,"$3,258.00",1,1125,,,,,,,f,1
260,f,Cekmekoy,Private room,2,2 baths,1.0,1.0,$578.00,1,1125,,,,,,,f,1
261,f,Kucukcekmece,Entire home/apt,6,1 bath,2.0,6.0,$645.00,7,1125,10.0,9.0,8.0,9.0,8.0,9.0,f,6
262,f,Kucukcekmece,Entire home/apt,5,1.5 baths,2.0,5.0,$472.00,7,1125,8.0,10.0,9.0,10.0,8.0,9.0,f,6
263,f,Bagcilar,Shared room,1,,1.0,1.0,$674.00,1,1125,,,,,,,f,1
264,f,Uskudar,Private room,4,1 bath,1.0,2.0,"$1,140.00",1,1125,10.0,10.0,10.0,8.0,8.0,10.0,f,1
265,f,Sariyer,Private room,2,1 private bath,1.0,0.0,$815.00,6,30,,,,,,,f,1
266,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$761.00,6,60,,,,,,,f,1
267,f,Sancaktepe,Entire home/apt,3,1 bath,1.0,1.0,$481.00,1,1125,,,,,,,f,1
268,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$207.00,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,13
269,f,Fatih,Private room,1,1 bath,1.0,1.0,$190.00,1,1125,,,,,,,f,1
270,f,Besiktas,Private room,2,1 bath,1.0,1.0,$333.00,1,7,,,,,,,f,1
271,f,Bakirkoy,Entire home/apt,3,,1.0,,$770.00,2,1825,,,,,,,f,2
272,f,Beyoglu,Entire home/apt,4,1 bath,2.0,1.0,$952.00,3,30,10.0,10.0,9.0,9.0,9.0,10.0,t,1
273,f,Besiktas,Private room,2,1 bath,1.0,1.0,$289.00,1,21,,,,,,,f,1
274,t,Beykoz,Entire home/apt,8,2 baths,4.0,5.0,"$2,405.00",3,1125,10.0,8.0,10.0,10.0,6.0,6.0,f,8
275,f,Tuzla,Private room,1,,1.0,1.0,$337.00,1,1125,,,,,,,f,1
276,f,Besiktas,Private room,2,1 bath,1.0,1.0,$619.00,3,14,10.0,10.0,10.0,10.0,10.0,10.0,t,1
277,f,Fatih,Private room,1,,1.0,1.0,$121.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,2
278,f,Kadikoy,Private room,1,1 shared bath,1.0,1.0,$241.00,7,7,10.0,10.0,9.0,10.0,9.0,9.0,f,3
279,f,Sisli,Private room,2,2 baths,1.0,1.0,$337.00,1,7,,,,,,,f,4
280,f,Kadikoy,Private room,2,1 bath,1.0,1.0,$143.00,1,1125,,,,,,,f,1
281,f,Bakirkoy,Shared room,3,,1.0,,$770.00,1,1125,,,,,,,f,2
282,f,Pendik,Private room,2,,1.0,,$611.00,1,1125,,,,,,,f,1
283,f,Kadikoy,Entire home/apt,5,1 bath,2.0,2.0,$963.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,4
284,f,Beyoglu,Entire home/apt,3,1 bath,2.0,2.0,$466.00,5,1125,7.0,4.0,8.0,8.0,7.0,7.0,f,1
285,f,Beyoglu,Private room,3,2 shared baths,1.0,2.0,$285.00,2,31,9.0,9.0,10.0,10.0,10.0,9.0,f,1
286,t,Uskudar,Entire home/apt,3,1 bath,2.0,3.0,$424.00,3,180,10.0,10.0,10.0,10.0,10.0,10.0,f,2
287,f,Sisli,Entire home/apt,2,1 bath,1.0,1.0,$230.00,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,f,12
288,f,Beyoglu,Entire home/apt,4,,1.0,,$952.00,3,60,,,,,,,f,1
289,f,Uskudar,Private room,2,1 bath,1.0,2.0,$578.00,1,365,10.0,10.0,10.0,10.0,8.0,10.0,f,1
290,f,Sisli,Entire home/apt,2,,3.0,1.0,$200.00,180,1095,,,,,,,f,1
291,f,Fatih,Entire home/apt,7,2 baths,2.0,4.0,$440.00,2,2147483647,9.0,9.0,10.0,10.0,10.0,9.0,t,1
292,f,Besiktas,Private room,2,,1.0,,"$1,142.00",1,1125,,,,,,,f,1
293,f,Kagithane,Private room,1,,1.0,1.0,$367.00,1,1125,,,,,,,f,1
294,f,Sisli,Entire home/apt,4,1 bath,3.0,3.0,$952.00,1,5,8.0,8.0,10.0,10.0,8.0,8.0,f,1
295,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$161.00,2,1095,9.0,9.0,10.0,10.0,8.0,9.0,t,6
296,f,Beyoglu,Private room,2,1 bath,1.0,1.0,$143.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
297,f,Beyoglu,Private room,2,2.5 shared baths,1.0,1.0,$162.00,2,90,8.0,8.0,10.0,10.0,10.0,9.0,t,8
298,f,Beyoglu,Entire home/apt,6,1 bath,2.0,5.0,$466.00,4,1125,10.0,9.0,10.0,10.0,10.0,9.0,t,19
299,f,Uskudar,Private room,1,,1.0,1.0,$322.00,1,1125,,,,,,,f,1
300,f,Kagithane,Entire home/apt,2,,1.0,,$741.00,1,1125,,,,,,,f,1
301,f,Bahcelievler,Private room,1,1 bath,1.0,1.0,$385.00,1,1125,,,,,,,t,1
302,f,Pendik,Private room,4,1 shared bath,2.0,2.0,$76.00,1,1125,9.0,8.0,9.0,9.0,9.0,9.0,f,3
303,f,Pendik,Private room,4,1 shared bath,2.0,1.0,$76.00,1,1125,9.0,9.0,9.0,10.0,9.0,9.0,f,3
304,t,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$665.00,3,1125,10.0,10.0,10.0,10.0,9.0,9.0,f,4
305,f,Besiktas,Entire home/apt,4,1 bath,1.0,2.0,$362.00,3,370,9.0,9.0,10.0,10.0,9.0,8.0,f,1
306,f,Beylikduzu,Private room,3,1 bath,1.0,2.0,$481.00,1,7,10.0,10.0,10.0,10.0,9.0,8.0,f,1
307,f,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$476.00,365,1125,9.0,8.0,10.0,9.0,10.0,8.0,f,1
308,f,Beyoglu,Private room,2,1 shared bath,1.0,1.0,$95.00,3,360,9.0,10.0,10.0,9.0,10.0,9.0,t,2
309,f,Beyoglu,Entire home/apt,4,,2.0,,"$1,332.00",1,1125,,,,,,,f,1
310,f,Basaksehir,Private room,2,,1.0,1.0,$326.00,1,1125,,,,,,,f,2
311,f,Fatih,Entire home/apt,4,1 bath,2.0,1.0,$443.00,3,60,9.0,9.0,9.0,9.0,9.0,9.0,f,7
312,f,Sisli,Private room,1,1 bath,1.0,1.0,$193.00,1,120,8.0,7.0,9.0,8.0,7.0,7.0,f,1
313,f,Beyoglu,Shared room,2,1 shared bath,1.0,4.0,$402.00,1,1125,,,,,,,f,1
314,f,Besiktas,Entire home/apt,2,1 bath,1.0,1.0,$847.00,1,1125,,,,,,,f,1
315,f,Fatih,Entire home/apt,3,1 bath,1.0,1.0,$655.00,1,1125,,,,,,,f,2
316,f,Beyoglu,Private room,1,,1.0,,$428.00,1,1125,,,,,,,f,1
317,f,Besiktas,Private room,1,,1.0,1.0,$722.00,7,365,,,,,,,f,1
318,f,Sisli,Hotel room,3,1 bath,1.0,2.0,$714.00,3,365,9.0,9.0,8.0,9.0,10.0,9.0,t,4
319,f,Beyoglu,Hotel room,2,1 bath,1.0,1.0,$400.00,1,29,9.0,9.0,10.0,10.0,10.0,10.0,t,6
320,f,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$177.00,4,180,10.0,9.0,10.0,10.0,10.0,9.0,t,2
321,f,Sisli,Hotel room,3,1 bath,1.0,3.0,$714.00,3,365,,,,,,,t,4
322,f,Beyoglu,Entire home/apt,6,1.5 baths,2.0,4.0,"$1,091.00",4,60,10.0,10.0,10.0,10.0,10.0,10.0,f,4
323,f,Beyoglu,Entire home/apt,3,1 bath,2.0,3.0,$171.00,60,1125,4.0,2.0,8.0,4.0,8.0,6.0,f,1
324,t,Beyoglu,Entire home/apt,6,2 baths,2.0,2.0,$685.00,2,30,10.0,10.0,10.0,9.0,10.0,10.0,t,1
325,f,Beyoglu,Private room,5,2 shared baths,2.0,0.0,$666.00,2,1125,,,,,,,t,13
326,f,Beyoglu,Shared room,2,1.5 shared baths,1.0,1.0,$105.00,1,1125,9.0,9.0,10.0,9.0,10.0,9.0,f,1
327,f,Sisli,Private room,2,,1.0,1.0,$285.00,1,240,,,,,,,f,1
328,f,Besiktas,Entire home/apt,3,1 bath,1.0,2.0,"$1,665.00",1,10,,,,,,,t,1
329,t,Beyoglu,Entire home/apt,3,1 bath,2.0,2.0,$582.00,95,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,1
330,f,Sisli,Entire home/apt,4,,1.0,1.0,$805.00,1,1125,,,,,,,f,1
331,f,Beyoglu,Entire home/apt,4,1 bath,1.0,0.0,"$1,142.00",1,1125,,,,,,,f,3
332,t,Besiktas,Entire home/apt,2,1 bath,1.0,2.0,$428.00,7,30,9.0,9.0,9.0,10.0,10.0,9.0,t,1
333,t,Beyoglu,Entire home/apt,4,1 bath,1.0,3.0,$529.00,4,365,9.0,9.0,9.0,9.0,10.0,9.0,f,1
334,f,Maltepe,Private room,1,1 bath,1.0,1.0,$372.00,1,14,,,,,,,f,1
335,t,Beyoglu,Hotel room,2,1.5 baths,1.0,1.0,"$1,646.00",5,1125,9.0,9.0,10.0,9.0,10.0,10.0,t,8
336,t,Beyoglu,Entire home/apt,2,1.5 baths,1.0,1.0,"$1,097.00",5,1125,9.0,10.0,9.0,9.0,9.0,9.0,t,8
337,f,Fatih,Private room,2,1 bath,1.0,2.0,$402.00,1,365,4.0,6.0,8.0,6.0,6.0,6.0,f,1
338,f,Sisli,Private room,1,1 bath,1.0,1.0,$175.00,1,30,,,,,,,f,1
339,f,Beyoglu,Entire home/apt,2,1 bath,1.0,2.0,$333.00,3,1125,9.0,9.0,10.0,9.0,8.0,9.0,f,2
340,f,Beyoglu,Entire home/apt,4,1 bath,1.0,3.0,$483.00,3,1125,7.0,8.0,8.0,8.0,8.0,7.0,f,7
341,f,Beyoglu,Private room,2,1 bath,1.0,1.0,$425.00,1,1125,,,,,,,f,1
342,f,Beyoglu,Private room,5,,1.0,,$333.00,1,1125,,,,,,,f,1
343,t,Beyoglu,Hotel room,2,1 bath,1.0,1.0,$381.00,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,t,16
344,t,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$285.00,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,t,16
345,t,Beyoglu,Hotel room,2,1 bath,1.0,1.0,$333.00,1,1125,9.0,10.0,10.0,10.0,10.0,9.0,t,16
346,t,Beyoglu,Entire home/apt,2,1 bath,1.0,1.0,$333.00,1,1125,9.0,10.0,10.0,10.0,10.0,10.0,t,16
347,f,Beyoglu,Private room,2,1 bath,1.0,2.0,$200.00,1,1125,,,,,,,t,1
348,f,Sisli,Private room,5,1 bath,1.0,1.0,"$1,207.00",3,1125,,,,,,,f,1
349,t,Besiktas,Private room,2,1 shared bath,1.0,1.0,$114.00,20,1125,10.0,9.0,10.0,10.0,9.0,9.0,f,11
350,f,Atasehir,Entire home/apt,2,1 bath,1.0,2.0,$300.00,3,90,10.0,9.0,9.0,10.0,9.0,9.0,f,1
351,f,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,"$1,359.00",1,1125,6.0,8.0,10.0,10.0,10.0,6.0,f,5
352,f,Uskudar,Private room,1,1 bath,1.0,1.0,$571.00,2,180,,,,,,,f,1
353,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$476.00,6,1124,10.0,10.0,10.0,10.0,10.0,10.0,t,7
354,f,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$381.00,3,1125,10.0,10.0,10.0,10.0,8.0,9.0,f,2
355,f,Uskudar,Private room,1,1 bath,1.0,1.0,$169.00,1,180,,,,,,,f,1
356,t,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$639.00,10,1125,10.0,10.0,10.0,10.0,10.0,9.0,f,7
357,t,Beyoglu,Entire home/apt,3,1 bath,1.0,1.0,$428.00,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,f,7
358,t,Beyoglu,Entire home/apt,4,1 bath,1.0,2.0,$223.00,2,180,10.0,10.0,10.0,10.0,10.0,9.0,t,5
359,f,Beyoglu,Hotel room,2,1 bath,1.0,2.0,$333.00,1,90,9.0,9.0,10.0,10.0,10.0,9.0,t,6
360,f,Beyoglu,Hotel room,2,1 bath,1.0,1.0,$246.00,1,90,10.0,10.0,10.0,10.0,10.0,10.0,t,6
361,t,Beyoglu,Entire home/apt,5,1 bath,1.0,2.0,$314.00,2,1125,9.0,9.0,10.0,10.0,9.0,9.0,t,9
362,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$209.00,2,365,10.0,9.0,10.0,10.0,10.0,9.0,t,9
363,t,Beyoglu,Entire home/apt,3,1 bath,1.0,2.0,$190.00,2,2500,9.0,9.0,10.0,10.0,10.0,9.0,t,9
364,t,Beyoglu,Entire home/apt,3,1 bath,,1.0,$235.00,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,t,9
365,f,Beyoglu,Private room,2,1 private bath,1.0,1.0,$523.00,1,365,,,,,,,f,3
366,f,Kagithane,Private room,2,1 bath,1.0,1.0,$289.00,1,1825,,,,,,,f,1
367,f,Beyoglu,Entire home/apt,6,2 baths,2.0,4.0,$761.00,2,180,9.0,10.0,10.0,10.0,10.0,10.0,f,15
368,f,Beyoglu,Entire home/apt,6,4 baths,3.0,3.0,"$4,758.00",2,180,10.0,10.0,10.0,10.0,10.0,9.0,f,15
369,f,Kadikoy,Private room,1,1 shared bath,1.0,1.0,$200.00,2,1125,10.0,8.0,10.0,9.0,10.0,9.0,f,1
370,f,Beyoglu,Private room,2,1 bath,1.0,1.0,$333.00,3,15,10.0,10.0,10.0,10.0,10.0,10.0,f,1
371,f,Kartal,Entire home/apt,1,1 bath,1.0,1.0,"$1,503.00",1,120,,,,,,,f,1
372,f,Kadikoy,Private room,1,1 bath,1.0,1.0,$326.00,1,1125,,,,,,,f,1
373,f,Beyoglu,Entire home/apt,2,1 bath,1.0,0.0,$201.00,3,300,10.0,9.0,9.0,9.0,10.0,9.0,f,1
374,f,Kadikoy,Private room,2,1 shared bath,1.0,1.0,$952.00,1,10,,,,,,,f,2
375,f,Beyoglu,Hotel room,2,1 bath,1.0,1.0,$333.00,1,180,9.0,9.0,9.0,9.0,10.0,9.0,t,6
376,f,Fatih,Entire home/apt,3,1 bath,1.0,1.0,$402.00,5,21,10.0,10.0,10.0,10.0,10.0,10.0,f,7
377,f,Beyoglu,Entire home/apt,4,1 bath,1.0,1.0,$952.00,1,1125,,,,,,,f,1
378,f,Kadikoy,Private room,2,1 bath,1.0,3.0,$61.00,2,1125,,,,,,,f,1
379,f,Beyoglu,Entire home/apt,2,,1.0,1.0,$666.00,1,1125,9.0,10.0,10.0,10.0,9.0,9.0,f,1
380,f,Fatih,Entire home/apt,8,2 baths,2.0,4.0,"$1,044.00",2,1125,10.0,10.0,10.0,10.0,9.0,9.0,f,4
381,f,Fatih,Entire home/apt,5,1 bath,1.0,3.0,$634.00,2,1125,10.0,10.0,9.0,10.0,10.0,10.0,f,4
