,Unnamed: 0,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
14283,14283,0,14,1,6,1,2.0,3.0,529.0,7,1125,5,5,5,5,5,5,1,2
14284,14284,0,7,1,4,1,3.0,5.0,489.0,1,1125,5,5,5,5,5,5,1,1
14285,14285,0,2,2,2,1,1.0,1.0,350.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,2
14286,14286,0,3,4,1,1,1.0,1.0,105.0,1,1125,5,5,5,5,5,5,1,1
14287,14287,0,14,2,4,1,2.0,2.0,140.0,1,1125,5,5,5,5,5,5,0,1
14288,14288,0,30,1,3,2,2.0,2.0,570.0,30,1125,5,5,5,5,5,5,1,1
14289,14289,0,4,1,5,2,2.0,2.0,440.0,2,1125,9.0,8.0,9.0,10.0,10.0,8.0,1,1
14290,14290,0,1,1,6,2,3.0,3.0,1509.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14291,14291,0,1,2,1,1,1.0,1.0,145.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,6
14292,14292,0,8,1,4,1,1.0,2.0,500.0,3,365,5,5,5,5,5,5,1,1
14293,14293,0,1,1,3,1,2.0,2.0,324.0,2,7,10.0,10.0,9.0,10.0,10.0,10.0,0,1
14294,14294,0,1,1,2,1,1.0,1.0,249.0,1,1125,9.0,8.0,9.0,9.0,9.0,9.0,1,7
14295,14295,0,11,2,2,1,1.0,1.0,100.0,60,120,5,5,5,5,5,5,1,1
14296,14296,0,1,1,6,1,1.0,3.0,260.0,1,1125,8.0,7.0,10.0,9.0,10.0,10.0,0,8
14297,14297,0,1,1,6,1,2.0,3.0,260.0,1,1125,8.0,8.0,10.0,10.0,10.0,8.0,0,8
14298,14298,0,1,1,6,0,1.0,0.0,260.0,5,1125,5,5,5,5,5,5,1,8
14299,14299,0,1,1,3,1,1.0,1.0,170.0,1,1125,9.0,8.0,9.0,10.0,10.0,9.0,0,8
14300,14300,0,2,1,6,2,2.0,5.0,604.0,3,29,5,5,5,5,5,5,0,3
14301,14301,0,1,1,2,1,1.0,1.0,170.0,1,1125,5,5,5,5,5,5,0,8
14302,14302,0,1,1,2,1,1.0,1.0,170.0,1,1125,9.0,10.0,10.0,10.0,10.0,9.0,0,8
14303,14303,0,1,1,2,1,1.0,1.0,170.0,1,1125,8.0,10.0,10.0,10.0,8.0,8.0,0,8
14304,14304,0,1,1,2,1,1.0,1.0,170.0,1,1125,5,5,5,5,5,5,0,8
14305,14305,1,19,1,5,1,2.0,4.0,557.0,1,1125,9.0,9.0,10.0,10.0,10.0,10.0,1,49
14306,14306,0,15,1,4,2,2.0,2.0,1629.0,3,1125,5,5,5,5,5,5,1,1
14307,14307,0,24,1,8,5.5,5.0,6.0,7000.0,7,1125,5,5,5,5,5,5,0,2
14308,14308,0,1,1,4,1,1.0,2.0,354.0,3,100,9.0,9.0,10.0,10.0,10.0,8.0,0,5
14309,14309,1,4,2,4,1,1.0,2.0,90.0,1,29,10.0,10.0,10.0,10.0,10.0,10.0,0,2
14311,14311,1,1,2,2,1,1.0,2.0,94.0,1,28,10.0,10.0,10.0,10.0,10.0,10.0,1,2
14312,14312,0,6,2,2,2,1.0,1.0,299.0,1,28,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14313,14313,0,4,2,1,1,1.0,1.0,80.0,3,35,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14314,14314,1,2,1,5,2,3.0,5.0,628.0,7,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,1
14316,14316,0,2,2,1,1,1.0,1.0,100.0,1,1125,5,5,5,5,5,5,1,1
14317,14317,0,11,2,1,1,1.0,1.0,80.0,7,1125,5,5,5,5,5,5,1,2
14318,14318,0,20,1,2,1,1.0,2.0,285.0,2,1125,5,5,5,5,5,5,0,1
14319,14319,0,2,1,4,1,2.0,3.0,345.0,30,1125,5,5,5,5,5,5,0,1
14320,14320,0,3,2,4,1,2.0,3.0,805.0,1,1125,7.0,7.0,9.0,9.0,9.0,8.0,1,1
14321,14321,0,6,1,2,1,1.0,1.0,476.0,1,1125,5,5,5,5,5,5,1,1
14322,14322,0,2,2,2,1,1.0,1.0,95.0,20,20,5,5,5,5,5,5,1,1
14324,14324,0,8,2,2,1,2.0,3.0,70.0,1,1125,5,5,5,5,5,5,0,1
14325,14325,0,2,2,2,1,1.0,2.0,80.0,2,2,5,5,5,5,5,5,0,1
14326,14326,0,16,2,1,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,1,1
14328,14328,1,18,1,2,1,1.0,2.0,325.0,2,5,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14329,14329,0,22,1,2,1,2.0,0.0,130.0,1,1125,9.0,8.0,9.0,9.0,9.0,9.0,0,4
14330,14330,0,2,2,4,1,1.0,3.0,350.0,1,1125,5,5,5,5,5,5,1,1
14331,14331,0,4,2,2,1,1.0,2.0,80.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,3
14332,14332,0,7,1,2,1,1.0,1.0,407.0,5,1125,5,5,5,5,5,5,1,4
14334,14334,0,1,2,2,1,1.0,1.0,311.0,1,1125,10.0,4.0,10.0,10.0,10.0,8.0,0,31
14335,14335,0,7,1,3,1,1.0,1.0,200.0,15,1125,6.0,9.0,8.0,8.0,9.0,6.0,1,3
14336,14336,0,1,2,2,1,1.0,1.0,184.0,1,1125,5,5,5,5,5,5,1,1
14338,14338,0,18,2,1,1,1.0,2.0,110.0,1,365,5,5,5,5,5,5,0,2
14339,14339,0,8,1,2,1,1.0,2.0,419.0,1,1125,5,5,5,5,5,5,1,1
14341,14341,0,5,2,1,1,1.0,0.0,121.0,1,365,5,5,5,5,5,5,1,1
14342,14342,0,1,2,2,1,1.0,1.0,255.0,1,1125,5,5,5,5,5,5,1,31
14343,14343,0,8,1,4,2,3.0,4.0,571.0,1,1125,5,5,5,5,5,5,1,1
14344,14344,1,3,1,6,2,2.0,4.0,1731.0,1,1125,5,5,5,5,5,5,0,5
14345,14345,0,2,2,1,1,1.0,1.0,190.0,1,1125,5,5,5,5,5,5,1,1
14346,14346,0,11,2,3,1,1.0,2.0,95.0,1,60,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14347,14347,0,2,2,1,1,1.0,1.0,80.0,3,1125,8.0,8.0,8.0,10.0,10.0,8.0,1,1
14348,14348,0,7,1,4,2.5,2.0,2.0,385.0,3,1125,10.0,10.0,10.0,6.0,10.0,10.0,1,1
14349,14349,0,2,2,1,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,1,8
14350,14350,0,17,1,5,1,2.0,4.0,181.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14351,14351,0,2,2,2,1,1.0,1.0,90.0,1,1125,5,5,5,5,5,5,1,8
14352,14352,0,2,2,2,1,1.0,1.0,84.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14353,14353,0,1,4,8,2,1.0,8.0,86.0,1,1125,5,5,5,5,5,5,0,5
14354,14354,1,1,1,2,1,1.0,1.0,303.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,22
14355,14355,0,16,2,1,1,1.0,1.0,96.0,2,10,5,5,5,5,5,5,0,1
14356,14356,0,18,4,1,1,1.0,1.0,96.0,1,1125,5,5,5,5,5,5,1,1
14358,14358,0,11,2,1,1,1.0,1.0,80.0,1,5,10.0,10.0,10.0,10.0,10.0,10.0,1,3
14359,14359,0,31,2,2,1,1.0,2.0,100.0,1,1125,5,5,5,5,5,5,1,1
14360,14360,0,11,2,1,1,1.0,1.0,80.0,1,5,10.0,10.0,10.0,10.0,10.0,10.0,1,3
14361,14361,0,29,1,3,1,1.0,6.0,200.0,2,40,5,5,5,5,5,5,1,1
14362,14362,0,11,2,1,1,1.0,1.0,80.0,1,5,10.0,10.0,10.0,10.0,10.0,10.0,1,3
14365,14365,0,1,1,3,1,1.0,3.0,381.0,2,28,5,5,5,5,5,5,1,2
14366,14366,0,11,2,2,1,1.0,1.0,180.0,1,1125,5,5,5,5,5,5,0,1
14367,14367,0,3,2,2,1,1.0,1.0,86.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,22
14368,14368,0,2,1,4,1,1.0,2.0,400.0,7,8,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14371,14371,0,2,2,2,1,1.0,1.0,97.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14372,14372,0,5,1,3,1,1.0,2.0,491.0,1,1125,9.0,9.0,10.0,10.0,10.0,10.0,1,1
14373,14373,0,1,1,6,1,2.0,2.0,484.0,2,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,5
14374,14374,0,23,1,7,1,2.0,3.0,343.0,1,1125,5,5,5,5,5,5,0,5
14376,14376,0,2,2,2,1,1.0,1.0,64.0,1,1125,5,5,5,5,5,5,1,1
14377,14377,0,1,2,2,1,1.0,1.0,181.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14378,14378,0,2,2,2,0,1.0,1.0,80.0,10,10,5,5,5,5,5,5,1,1
14379,14379,1,1,1,7,2,3.0,4.0,523.0,2,28,10.0,10.0,10.0,10.0,10.0,10.0,1,2
14380,14380,0,11,2,1,1,1.0,1.0,152.0,1,1125,10.0,8.0,10.0,10.0,10.0,10.0,1,1
14381,14381,0,2,1,6,1,2.0,5.0,450.0,1,1125,5,5,5,5,5,5,1,17
14382,14382,1,1,2,2,1,1.0,1.0,230.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,22
14383,14383,1,1,2,2,1,1.0,1.0,224.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,22
14384,14384,0,1,2,1,1,1.0,1.0,80.0,1,10,5,5,5,5,5,5,0,1
14385,14385,0,3,1,2,1,1.0,2.0,257.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,22
14386,14386,1,1,2,2,1,1.0,1.0,200.0,1,30,9.0,9.0,10.0,10.0,10.0,10.0,1,22
14387,14387,1,1,2,2,1,1.0,1.0,224.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,22
14388,14388,0,8,2,2,1,2.0,2.0,100.0,1,4,5,5,5,5,5,5,0,1
14389,14389,0,4,2,1,1,1.0,1.0,100.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
14390,14390,1,1,2,2,1,1.0,1.0,230.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,22
14391,14391,0,10,2,4,1,1.0,2.0,204.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14392,14392,1,1,2,2,1,1.0,1.0,210.0,2,30,10.0,10.0,10.0,10.0,10.0,9.0,1,22
14393,14393,0,10,2,2,2,1.0,3.0,155.0,1,10,5,5,5,5,5,5,0,1
14394,14394,0,16,4,2,1,1.0,2.0,163.0,3,1125,5,5,5,5,5,5,0,1
14395,14395,0,1,1,4,1,1.0,3.0,136.0,3,62,9.0,9.0,10.0,10.0,9.0,9.0,1,4
14396,14396,0,3,2,4,1,1.0,2.0,161.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,8
14397,14397,0,8,2,1,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,1,1
14398,14398,0,4,2,2,1,1.0,2.0,143.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14400,14400,0,23,1,6,1,1.0,3.0,146.0,1,30,8.0,9.0,9.0,10.0,9.0,9.0,0,5
14402,14402,0,3,2,1,1,1.0,1.0,113.0,1,20,5,5,5,5,5,5,1,2
14403,14403,1,1,1,3,1,1.0,1.0,285.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,9
14404,14404,1,1,1,3,1,1.0,1.0,402.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,9
14405,14405,0,5,1,6,1,3.0,6.0,499.0,3,30,5,5,5,5,5,5,1,1
14406,14406,0,5,4,2,2,1.0,1.0,121.0,2,1125,5,5,5,5,5,5,1,1
14408,14408,0,18,1,2,1,1.0,1.0,1629.0,1,1125,5,5,5,5,5,5,1,2
14409,14409,0,18,1,4,1,1.0,2.0,407.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14410,14410,0,6,1,5,2,3.0,4.0,664.0,3,60,8.0,10.0,10.0,10.0,6.0,8.0,1,1
14411,14411,0,3,2,2,1,1.0,2.0,190.0,1,1125,2.0,3.0,2.0,6.0,2.0,2.0,1,6
14412,14412,0,8,2,2,1,1.0,1.0,220.0,3,7,5,5,5,5,5,5,0,1
14413,14413,0,2,1,8,1,3.0,3.0,800.0,15,1125,5,5,5,5,5,5,1,12
14414,14414,0,3,2,2,1,1.0,2.0,190.0,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,1,6
14415,14415,0,2,1,4,1,2.0,3.0,322.0,15,1125,5,5,5,5,5,5,0,9
14416,14416,0,1,4,1,1,1.0,3.0,285.0,1,1125,5,5,5,5,5,5,1,4
14417,14417,0,1,2,2,1,1.0,1.0,350.0,1,1125,10.0,10.0,10.0,10.0,10.0,8.0,0,31
14419,14419,0,1,1,4,1,1.0,1.0,350.0,1,1125,10.0,6.0,10.0,10.0,10.0,10.0,0,31
14422,14422,0,7,2,2,1,1.0,1.0,120.0,1,1125,5,5,5,5,5,5,1,1
14423,14423,0,2,1,4,1,1.0,2.0,362.0,2,7,5,5,5,5,5,5,1,1
14424,14424,0,11,1,4,2.5,3.0,4.0,785.0,1,10,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14425,14425,1,1,1,5,1,1.0,3.0,260.0,2,1125,8.0,10.0,10.0,10.0,10.0,6.0,1,15
14426,14426,0,1,1,8,1,3.0,4.0,684.0,1,1125,5,5,5,5,5,5,1,1
14427,14427,0,4,2,3,1,1.0,2.0,80.0,1,30,5,5,5,5,5,5,1,1
14428,14428,0,1,2,16,1,1.0,1.0,175.0,1,30,5,5,5,5,5,5,1,3
14429,14429,0,6,2,2,1,2.0,2.0,120.0,1,28,5,5,5,5,5,5,1,1
14431,14431,0,5,2,1,1,1.0,1.0,99.0,1,10,5,5,5,5,5,5,1,1
14432,14432,0,1,1,2,1,1.0,1.0,200.0,1,1125,5,5,5,5,5,5,1,2
14433,14433,0,12,1,4,1,2.0,2.0,443.0,2,1125,5,5,5,5,5,5,1,2
14434,14434,0,12,2,2,1,1.0,1.0,570.0,1,1125,5,5,5,5,5,5,1,1
14435,14435,0,23,2,2,1,1.0,1.0,633.0,1,1125,5,5,5,5,5,5,1,9
14436,14436,0,23,2,2,1,1.0,1.0,825.0,1,1125,5,5,5,5,5,5,1,9
14437,14437,0,23,2,2,1,1.0,1.0,356.0,1,1125,10.0,8.0,10.0,10.0,10.0,10.0,1,9
14438,14438,0,23,2,2,1,1.0,1.0,549.0,1,1125,5,5,5,5,5,5,1,9
14440,14440,0,23,2,2,1,1.0,1.0,320.0,1,1125,5,5,5,5,5,5,1,9
14441,14441,0,6,2,1,1,1.0,0.0,130.0,1,28,5,5,5,5,5,5,1,1
14446,14446,0,23,2,2,1,1.0,1.0,417.0,1,1125,5,5,5,5,5,5,1,9
14448,14448,0,1,1,7,1,2.0,2.0,952.0,2,1125,5,5,5,5,5,5,1,1
14449,14449,0,1,1,2,1,1.0,1.0,201.0,1,1125,9.0,8.0,9.0,9.0,8.0,9.0,1,4
14450,14450,0,5,1,5,1,2.0,4.0,476.0,1,1125,5,5,5,5,5,5,0,3
14451,14451,0,4,2,2,1,1.0,1.0,84.0,2,365,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14452,14452,0,3,2,2,1,1.0,2.0,190.0,1,1125,2.0,2.0,10.0,10.0,10.0,6.0,1,6
14453,14453,0,3,2,2,1,1.0,2.0,200.0,1,1125,5,5,5,5,5,5,1,6
14454,14454,0,1,1,7,1,2.0,4.0,571.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
14455,14455,0,3,2,3,1,1.0,0.0,285.0,1,1125,5,5,5,5,5,5,1,6
14456,14456,0,3,2,4,1,1.0,4.0,333.0,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,1,6
14457,14457,0,1,1,7,1,2.0,3.0,666.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,3
14458,14458,1,3,1,3,1,1.0,1.0,186.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
14459,14459,1,1,1,3,1,1.0,2.0,281.0,7,1125,10.0,8.0,10.0,10.0,10.0,8.0,1,1
14460,14460,1,1,1,3,1,1.0,2.0,251.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,11
14462,14462,0,4,2,1,1,1.0,1.0,80.0,1,3,5,5,5,5,5,5,0,1
14463,14463,0,1,2,3,1,1.0,1.0,210.0,1,1125,5,5,5,5,5,5,1,1
14464,14464,0,14,1,6,2,3.0,5.0,1500.0,1,1125,5,5,5,5,5,5,1,1
14465,14465,0,14,2,16,14,40.0,2.0,122.0,1,31,5,5,5,5,5,5,0,1
14466,14466,1,1,1,6,2.5,2.0,4.0,2246.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,13
14467,14467,0,2,2,2,1,3.0,2.0,80.0,1,15,5,5,5,5,5,5,1,2
14469,14469,1,5,2,2,1,1.0,1.0,177.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
14471,14471,0,1,1,3,1,1.0,2.0,286.0,2,1125,9.0,8.0,9.0,9.0,10.0,9.0,1,15
14473,14473,0,2,1,2,1,1.0,1.0,250.0,1,1125,5,5,5,5,5,5,1,7
14474,14474,0,4,4,5,1,1.0,1.0,120.0,2,1125,5,5,5,5,5,5,0,1
14475,14475,0,3,2,4,1,1.0,3.0,2350.0,1,1125,5,5,5,5,5,5,1,1
14477,14477,0,27,4,2,1,1.0,1.0,350.0,5,1125,5,5,5,5,5,5,1,1
14478,14478,0,1,2,2,1,1.0,3.0,169.0,1,10,6.0,6.0,8.0,6.0,4.0,6.0,1,1
14479,14479,0,14,1,6,2,3.0,6.0,342.0,4,1125,5,5,5,5,5,5,1,1
14480,14480,0,9,2,2,1,1.0,3.0,120.0,1,21,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14483,14483,0,1,2,2,1,1.0,1.0,190.0,1,1125,10.0,10.0,10.0,9.0,10.0,10.0,0,4
14485,14485,0,1,2,2,1,1.0,1.0,121.0,3,5,5,5,5,5,5,5,1,2
14487,14487,0,2,2,1,1,1.0,1.0,241.0,1,30,5,5,5,5,5,5,1,1
14488,14488,0,17,1,6,2.5,3.0,3.0,815.0,3,1125,5,5,5,5,5,5,1,1
14489,14489,1,1,1,2,1,1.0,1.0,197.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
14490,14490,0,27,1,8,4,4.0,6.0,28878.0,1,10,5,5,5,5,5,5,0,1
14492,14492,1,9,1,4,1,1.0,2.0,268.0,30,1125,9.0,9.0,10.0,10.0,9.0,10.0,0,8
14494,14494,0,3,1,6,2,2.0,4.0,908.0,1,1125,8.0,4.0,10.0,8.0,10.0,8.0,1,1
14495,14495,1,1,1,8,2,3.0,4.0,1228.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,17
14496,14496,0,1,4,2,1,1.0,1.0,114.0,1,1125,8.0,6.0,10.0,8.0,10.0,6.0,0,4
14497,14497,0,1,4,2,1,1.0,1.0,114.0,1,1125,5,5,5,5,5,5,0,4
14498,14498,1,1,1,3,1,1.0,2.0,243.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
14499,14499,0,3,2,2,1,1.0,1.0,840.0,1,1125,5,5,5,5,5,5,1,1
14500,14500,0,3,2,2,0,1.0,1.0,1475.0,1,1125,5,5,5,5,5,5,1,1
14501,14501,0,27,1,4,1,1.0,1.0,244.0,2,1125,9.0,10.0,10.0,10.0,9.0,10.0,1,1
14502,14502,1,5,1,6,2,3.0,3.0,1894.0,5,1125,10.0,9.0,10.0,10.0,9.0,9.0,0,1
14503,14503,1,1,1,4,1,1.0,2.0,723.0,3,1125,5,5,5,5,5,5,1,19
14504,14504,0,5,1,4,1,2.0,3.0,428.0,5,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,1
14505,14505,0,4,2,2,1,1.0,1.0,143.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14508,14508,0,22,1,2,1,1.0,1.0,580.0,1,6,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14509,14509,0,1,2,2,1,1.0,1.0,80.0,1,1125,8.0,7.0,9.0,9.0,8.0,9.0,1,7
14510,14510,0,1,2,2,1,1.0,1.0,85.0,1,1125,8.0,3.0,10.0,10.0,8.0,8.0,1,7
14511,14511,0,3,1,2,1,1.0,3.0,314.0,2,1125,5,5,5,5,5,5,0,10
14512,14512,0,18,2,1,2,1.0,1.0,81.0,10,1125,5,5,5,5,5,5,0,1
14513,14513,0,1,1,8,5,8.0,8.0,3542.0,1,1125,5,5,5,5,5,5,1,7
14514,14514,0,5,1,3,1,2.0,3.0,563.0,3,1125,5,5,5,5,5,5,1,4
14515,14515,1,1,1,6,2.5,3.0,4.0,2760.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,7
14516,14516,0,2,1,5,1,2.0,4.0,500.0,1,1125,5,5,5,5,5,5,0,8
14517,14517,0,1,1,4,1,1.0,1.0,266.0,5,360,10.0,10.0,10.0,10.0,10.0,10.0,1,17
14518,14518,0,19,1,4,1,2.0,3.0,750.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14519,14519,0,2,1,4,1,1.0,2.0,350.0,2,1125,6.0,6.0,9.0,6.0,9.0,6.0,0,1
14520,14520,0,3,2,3,1,1.0,2.0,128.0,1,1125,10.0,2.0,10.0,8.0,8.0,6.0,1,22
14521,14521,0,3,4,1,1,1.0,1.0,114.0,1,60,5,5,5,5,5,5,1,22
14522,14522,0,3,2,2,1,1.0,1.0,97.0,1,1125,10.0,6.0,10.0,10.0,10.0,10.0,1,22
14523,14523,1,16,1,6,2.5,3.0,4.0,520.0,15,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,35
14524,14524,0,11,2,2,1,2.0,4.0,690.0,1,5,10.0,10.0,10.0,10.0,9.0,10.0,1,1
14525,14525,0,19,2,3,2,1.0,1.0,200.0,3,1125,5,5,5,5,5,5,0,2
14526,14526,1,2,1,4,1,2.0,4.0,300.0,2,90,10.0,9.0,10.0,10.0,10.0,9.0,1,2
14527,14527,0,1,2,4,2,1.0,2.0,250.0,1,1125,5,5,5,5,5,5,1,1
14529,14529,0,3,1,6,1,2.0,2.0,99.0,3,30,2.0,2.0,2.0,2.0,2.0,2.0,1,1
14530,14530,0,22,1,4,2,1.0,1.0,407.0,5,1125,5,5,5,5,5,5,1,1
14531,14531,0,2,1,8,2,2.0,3.0,805.0,2,31,5,5,5,5,5,5,1,3
14532,14532,0,2,1,8,1,3.0,4.0,805.0,2,30,5,5,5,5,5,5,1,3
14533,14533,1,1,1,8,2,3.0,3.0,3036.0,2,1125,9.0,8.0,10.0,10.0,10.0,9.0,1,17
14534,14534,0,1,1,7,2,2.0,6.0,376.0,2,1125,5,5,5,5,5,5,1,2
14535,14535,0,1,2,2,1,1.0,1.0,129.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,7
14536,14536,0,3,1,4,1,2.0,0.0,580.0,1,365,10.0,10.0,8.0,10.0,10.0,10.0,1,2
14537,14537,0,3,1,4,1,2.0,2.0,580.0,1,1125,5,5,5,5,5,5,1,2
14540,14540,1,1,1,8,2,3.0,4.0,1418.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,17
14541,14541,0,3,2,2,7.5,5.0,5.0,305.0,1,1,5,5,5,5,5,5,1,1
14542,14542,0,4,1,4,1,2.0,2.0,300.0,4,1125,9.0,6.0,10.0,10.0,10.0,9.0,0,1
14543,14543,0,17,2,4,1,2.0,3.0,230.0,1,1125,5,5,5,5,5,5,1,1
14544,14544,0,1,1,2,2,1.0,1.0,571.0,3,3,5,5,5,5,5,5,1,1
14546,14546,0,4,1,3,1,2.0,2.0,578.0,2,90,5,5,5,5,5,5,1,1
14547,14547,0,3,2,2,1,1.0,2.0,80.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
14548,14548,0,7,1,5,2.5,2.0,2.0,701.0,5,28,5,5,5,5,5,5,1,1
14549,14549,0,16,2,1,1,1.0,1.0,80.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
14550,14550,1,1,1,4,1,1.0,2.0,238.0,3,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,12
14551,14551,0,5,4,1,1,1.0,1.0,89.0,1,7,5,5,5,5,5,5,1,1
14552,14552,0,2,1,3,2,2.0,1.0,235.0,1,1125,5,5,5,5,5,5,0,1
14553,14553,0,8,1,6,1,2.0,3.0,523.0,3,1125,5,5,5,5,5,5,1,3
14554,14554,1,1,1,10,2,4.0,5.0,1228.0,2,1125,8.0,8.0,9.0,10.0,9.0,8.0,1,17
14555,14555,0,9,2,2,1,1.0,0.0,241.0,2,10,5,5,5,5,5,5,1,1
14556,14556,0,5,2,2,1,1.0,1.0,190.0,2,1125,5,5,5,5,5,5,0,1
14557,14557,0,1,1,5,1,2.0,3.0,327.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
14558,14558,0,4,1,3,1,1.0,0.0,652.0,2,1125,5,5,5,5,5,5,1,1
14559,14559,0,23,1,8,2,4.0,6.0,579.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,1
14560,14560,0,8,1,6,1,2.0,5.0,539.0,3,1125,5,5,5,5,5,5,1,3
14561,14561,0,7,2,2,1,2.0,2.0,80.0,1,1125,5,5,5,5,5,5,1,1
14562,14562,1,16,1,6,2.5,3.0,4.0,520.0,15,1125,10.0,10.0,9.0,10.0,10.0,9.0,1,35
14563,14563,0,1,1,3,1,1.0,2.0,402.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,5
14564,14564,0,2,2,1,1,1.0,1.0,190.0,4,1125,5,5,5,5,5,5,0,1
14565,14565,0,10,2,1,1,1.0,1.0,81.0,1,1125,5,5,5,5,5,5,1,2
14566,14566,1,16,1,6,2.5,3.0,4.0,520.0,14,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,35
14567,14567,0,10,2,1,1,1.0,1.0,81.0,1,7,5,5,5,5,5,5,0,2
14568,14568,0,2,2,2,1,3.0,2.0,750.0,1,1125,5,5,5,5,5,5,1,1
14569,14569,0,5,1,2,1,1.0,2.0,255.0,3,101,10.0,9.0,10.0,10.0,10.0,10.0,0,2
14571,14571,0,4,2,1,2,1.0,1.0,241.0,1,4,5,5,5,5,5,5,1,1
