,Unnamed: 0,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
6009,6009,0,8,2,3,1,3.0,3.0,454.0,1,30,5,5,5,5,5,5,0,2
6010,6010,0,19,1,2,1,1.0,2.0,300.0,1,1125,7.0,8.0,8.0,8.0,9.0,8.0,1,1
6011,6011,0,2,1,7,2.5,3.0,6.0,1041.0,1,1125,9.0,8.0,9.0,9.0,9.0,8.0,0,23
6012,6012,0,4,2,2,1,1.0,1.0,225.0,1,4,5,5,5,5,5,5,0,1
6013,6013,0,2,2,1,1,1.0,2.0,476.0,1,2,5,5,5,5,5,5,1,1
6014,6014,0,1,2,2,1,1.0,1.0,228.0,2,1125,5,5,5,5,5,5,0,7
6015,6015,0,2,2,2,1,1.0,2.0,108.0,1,30,5,5,5,5,5,5,1,1
6016,6016,0,1,2,2,1,1.0,1.0,180.0,1,1125,9.0,9.0,10.0,9.0,9.0,8.0,1,4
6017,6017,0,4,2,2,1,1.0,2.0,514.0,7,60,9.0,10.0,10.0,10.0,10.0,9.0,1,2
6018,6018,0,1,1,8,2,3.0,5.0,672.0,2,90,9.0,9.0,10.0,10.0,10.0,9.0,0,2
6019,6019,0,4,2,1,1,1.0,1.0,80.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6020,6020,0,2,1,5,1,1.0,1.0,322.0,1,1125,9.0,8.0,10.0,10.0,9.0,9.0,0,4
6021,6021,0,4,1,2,1,1.0,2.0,402.0,2,15,9.0,9.0,10.0,9.0,10.0,9.0,0,1
6022,6022,0,1,2,1,1,1.0,1.0,171.0,10,1125,10.0,9.0,9.0,10.0,10.0,10.0,0,1
6023,6023,1,3,2,6,1,2.0,5.0,143.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6024,6024,1,2,2,2,1,1.0,1.0,233.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,2
6026,6026,1,20,2,4,1,1.0,1.0,80.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6027,6027,0,3,2,2,1,1.0,2.0,300.0,1,20,10.0,8.0,10.0,10.0,9.0,9.0,1,2
6028,6028,0,2,4,8,1,1.0,4.0,300.0,1,30,5,5,5,5,5,5,1,1
6029,6029,0,1,2,2,1,1.0,1.0,114.0,5,31,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6030,6030,0,5,1,2,1,1.0,1.0,381.0,2,5,8.0,10.0,10.0,10.0,10.0,9.0,0,1
6031,6031,0,4,1,4,2,2.0,3.0,856.0,1,10,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6032,6032,0,1,1,5,1,1.0,3.0,966.0,1,1125,5,5,5,5,5,5,1,3
6033,6033,0,1,1,2,1,1.0,1.0,952.0,2,1125,10.0,8.0,10.0,10.0,10.0,9.0,1,1
6034,6034,0,8,2,2,2,2.0,2.0,100.0,1,1125,5,5,5,5,5,5,0,1
6035,6035,0,27,2,2,1,1.0,1.0,100.0,1,30,5,5,5,5,5,5,1,1
6036,6036,1,1,1,3,1,1.0,3.0,189.0,2,1000,10.0,10.0,10.0,10.0,10.0,10.0,1,4
6037,6037,0,3,2,1,1,1.0,1.0,80.0,1,1125,10.0,10.0,10.0,9.0,10.0,10.0,1,3
6038,6038,0,6,1,4,1,1.0,4.0,322.0,3,90,5,5,5,5,5,5,0,1
6039,6039,0,4,2,1,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,1,2
6040,6040,0,3,2,2,1,1.0,2.0,181.0,2,7,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6041,6041,0,24,1,12,4,6.0,8.0,3177.0,3,1125,5,5,5,5,5,5,0,2
6042,6042,0,7,1,4,1,1.0,4.0,180.0,1,1125,5,5,5,5,5,5,0,5
6043,6043,0,23,2,2,1,1.0,2.0,1550.0,1,10,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6044,6044,0,1,1,4,1,2.0,2.0,214.0,14,100,9.0,8.0,10.0,10.0,9.0,8.0,0,10
6045,6045,0,5,2,2,1,1.0,1.0,90.0,1,1125,10.0,8.0,10.0,10.0,9.0,10.0,0,1
6046,6046,1,21,1,3,1,1.0,1.0,439.0,10,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,2
6047,6047,0,4,2,2,1,1.0,1.0,319.0,1,2,10.0,9.0,10.0,10.0,10.0,10.0,1,1
6048,6048,0,3,1,6,1,2.0,5.0,459.0,6,30,10.0,8.0,10.0,10.0,10.0,10.0,0,3
6049,6049,0,1,2,1,1,1.0,2.0,100.0,1,1125,5,5,5,5,5,5,0,2
6050,6050,0,3,1,5,1,2.0,4.0,459.0,6,30,10.0,9.0,10.0,10.0,10.0,10.0,0,3
6051,6051,0,8,2,2,1,1.0,1.0,93.0,1,1125,5,5,5,5,5,5,1,1
6052,6052,0,13,2,5,2,2.0,4.0,1629.0,3,1125,5,5,5,5,5,5,1,2
6053,6053,0,16,2,3,1,1.0,1.0,239.0,2,90,9.0,10.0,10.0,9.0,8.0,10.0,1,8
6054,6054,0,1,2,2,1,1.0,2.0,65.0,1,1125,5,5,5,5,5,5,0,2
6055,6055,1,2,1,4,1,2.0,2.0,282.0,3,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,1
6056,6056,0,13,1,6,1,1.0,1.0,991.0,4,99,2.0,2.0,2.0,2.0,2.0,2.0,1,6
6057,6057,0,13,1,3,1,1.0,1.0,972.0,1,1125,5,5,5,5,5,5,1,6
6058,6058,0,20,1,6,1,3.0,4.0,520.0,3,1125,10.0,8.0,10.0,10.0,8.0,8.0,1,1
6059,6059,0,20,1,1,1,1.0,1.0,2406.0,1,60,5,5,5,5,5,5,1,1
6060,6060,1,11,2,3,2,3.0,4.0,289.0,2,1125,9.0,9.0,9.0,9.0,9.0,9.0,0,2
6061,6061,0,1,2,1,1,1.0,2.0,244.0,1,1125,10.0,7.0,10.0,10.0,10.0,8.0,1,1
6062,6062,0,16,1,6,1,2.0,4.0,722.0,1,28,5,5,5,5,5,5,0,1
6063,6063,0,5,2,2,1,1.0,1.0,130.0,30,1125,5,5,5,5,5,5,0,1
6064,6064,0,1,2,2,1,1.0,1.0,161.0,3,30,5,5,5,5,5,5,0,1
6065,6065,0,2,1,3,1,1.0,1.0,367.0,1,30,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6066,6066,0,2,2,2,1,1.0,1.0,86.0,2,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,1
6067,6067,0,11,2,3,3,3.0,1.0,135.0,90,1125,5,5,5,5,5,5,1,1
6068,6068,0,1,1,3,2,2.0,2.0,476.0,2,15,10.0,10.0,10.0,10.0,10.0,10.0,1,1
6069,6069,0,4,2,2,1,1.0,2.0,100.0,1,1125,5,5,5,5,5,5,0,1
6070,6070,0,5,1,4,1,2.0,3.0,350.0,60,1125,5,5,5,5,5,5,0,1
6071,6071,0,2,1,2,1,1.0,1.0,300.0,3,10,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6072,6072,0,1,1,8,1,1.0,8.0,285.0,1,30,6.0,6.0,6.0,6.0,5.0,5.0,1,1
6073,6073,0,1,2,6,1,2.0,5.0,106.0,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,1,1
6074,6074,0,1,1,2,1,1.0,1.0,139.0,2,30,9.0,9.0,10.0,10.0,10.0,9.0,1,1
6075,6075,0,1,1,3,1,1.0,1.0,333.0,2,20,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6076,6076,0,19,2,2,2,1.0,1.0,210.0,1,1125,5,5,5,5,5,5,1,3
6077,6077,0,2,1,3,2,1.0,2.0,95.0,30,120,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6078,6078,0,1,1,4,1,2.0,1.0,152.0,2,1125,8.0,7.0,9.0,9.0,8.0,8.0,1,4
6079,6079,1,2,2,1,1,1.0,0.0,100.0,1,1125,10.0,10.0,9.0,10.0,10.0,10.0,1,2
6080,6080,0,1,1,4,1,1.0,2.0,145.0,2,1125,9.0,7.0,9.0,9.0,9.0,9.0,1,4
6081,6081,0,3,1,6,1,3.0,6.0,557.0,2,999,9.0,9.0,10.0,10.0,10.0,10.0,1,4
6083,6083,0,6,2,2,1,1.0,1.0,80.0,1,7,5,5,5,5,5,5,1,1
6084,6084,1,5,2,1,1,1.0,1.0,137.0,1,1125,9.0,9.0,9.0,10.0,10.0,9.0,1,2
6085,6085,0,5,2,2,1,3.0,3.0,326.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6086,6086,0,2,1,6,1,2.0,3.0,1250.0,1,65,9.0,8.0,10.0,10.0,9.0,9.0,1,25
6087,6087,0,5,2,1,1,1.0,1.0,80.0,1,1125,8.0,6.0,9.0,8.0,9.0,8.0,1,1
6088,6088,1,9,1,3,1,1.0,2.0,274.0,30,1125,9.0,10.0,10.0,10.0,9.0,10.0,0,8
6089,6089,0,1,1,4,1,1.0,2.0,285.0,2,1125,9.0,9.0,9.0,9.0,10.0,9.0,1,4
6090,6090,1,2,1,4,1,1.0,1.0,333.0,5,10,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6091,6091,0,5,1,2,1,1.0,1.0,695.0,1,1125,5,5,5,5,5,5,0,1
6092,6092,0,2,2,2,1,1.0,1.0,100.0,1,1125,10.0,9.0,9.0,10.0,9.0,9.0,1,1
6093,6093,0,3,2,2,1,1.0,2.0,241.0,1,30,6.0,6.0,10.0,8.0,9.0,8.0,0,3
6095,6095,0,2,1,3,1,1.0,1.0,300.0,5,30,5,5,5,5,5,5,1,1
6096,6096,0,3,2,2,1,1.0,2.0,563.0,1,30,5,5,5,5,5,5,0,3
6097,6097,0,4,4,1,1,1.0,1.0,150.0,1,1125,5,5,5,5,5,5,0,1
6099,6099,0,7,2,2,2,1.0,3.0,326.0,3,60,5,5,5,5,5,5,0,2
6100,6100,0,7,2,2,2,1.0,3.0,163.0,3,60,5,5,5,5,5,5,0,2
6101,6101,0,1,1,2,1,1.0,1.0,200.0,1,1125,6.0,10.0,10.0,10.0,10.0,6.0,0,1
6102,6102,0,2,3,4,1,1.0,3.0,652.0,5,1125,10.0,10.0,10.0,10.0,10.0,8.0,0,7
6103,6103,0,2,1,4,1,1.0,1.0,652.0,5,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,7
6104,6104,0,2,2,2,1,1.0,1.0,90.0,1,28,5,5,5,5,5,5,1,3
6105,6105,1,19,1,9,2,4.0,5.0,1711.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,3
6106,6106,0,16,1,3,1,1.0,1.0,195.0,2,90,9.0,8.0,9.0,9.0,7.0,8.0,1,8
6107,6107,0,20,4,1,1,1.0,1.0,80.0,1,3,5,5,5,5,5,5,0,1
6109,6109,0,2,1,3,1,1.0,2.0,143.0,15,1125,10.0,8.0,10.0,9.0,10.0,10.0,0,2
6110,6110,0,2,4,2,1,1.0,3.0,80.0,1,31,5,5,5,5,5,5,1,1
6111,6111,1,1,1,6,2,2.0,3.0,1006.0,5,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,6
6112,6112,0,16,1,2,1,1.0,1.0,257.0,2,31,8.0,9.0,9.0,9.0,7.0,9.0,1,8
6113,6113,0,1,2,4,1,1.0,3.0,271.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,6
6114,6114,0,1,2,4,1,1.0,2.0,271.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,6
6115,6115,0,2,1,3,1,1.0,1.0,306.0,3,90,2.0,2.0,5.0,5.0,7.0,4.0,0,1
6116,6116,0,1,2,2,1,1.0,1.0,200.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,6
6117,6117,0,1,2,2,1,1.0,1.0,196.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,6
6118,6118,0,2,1,4,2,1.0,1.0,1207.0,5,30,5,5,5,5,5,5,1,1
6120,6120,0,24,1,3,1,1.0,1.0,404.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6122,6122,0,2,2,2,1,2.0,2.0,143.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,3
6123,6123,1,4,1,4,1,2.0,4.0,796.0,3,30,10.0,9.0,10.0,10.0,10.0,9.0,1,1
6124,6124,0,2,1,2,1,1.0,1.0,904.0,4,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,1
6125,6125,0,5,2,2,1,1.0,1.0,100.0,1,5,9.0,9.0,9.0,9.0,9.0,9.0,1,2
6127,6127,1,2,1,3,1,1.0,1.0,428.0,3,365,9.0,9.0,10.0,9.0,10.0,9.0,1,1
6128,6128,0,9,2,2,1,1.0,1.0,100.0,1,1000,5,5,5,5,5,5,1,1
6129,6129,0,2,2,2,1,2.0,2.0,143.0,1,1125,9.0,9.0,8.0,10.0,10.0,10.0,0,3
6130,6130,0,2,2,2,1,2.0,1.0,143.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,3
6131,6131,0,1,1,3,1,1.0,1.0,604.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6132,6132,1,18,1,5,2,2.0,2.0,637.0,1,14,10.0,10.0,10.0,10.0,9.0,9.0,1,1
6133,6133,0,4,2,2,1,2.0,2.0,226.0,2,1125,5,5,5,5,5,5,0,1
6134,6134,1,5,2,2,1,1.0,1.0,129.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
6135,6135,0,11,1,2,1,1.0,1.0,443.0,2,30,10.0,9.0,10.0,10.0,10.0,9.0,1,1
6136,6136,0,1,2,1,1,1.0,1.0,47.0,90,1125,5,5,5,5,5,5,1,1
6138,6138,0,3,2,1,1,1.0,1.0,100.0,7,35,5,5,5,5,5,5,1,1
6139,6139,0,18,2,1,1,1.0,1.0,65.0,2,28,10.0,10.0,9.0,9.0,10.0,10.0,1,1
6140,6140,1,1,1,6,1,2.0,2.0,601.0,2,28,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6142,6142,0,1,1,3,1,1.0,3.0,443.0,2,7,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6143,6143,0,5,2,1,1,2.0,0.0,144.0,1,1125,5,5,5,5,5,5,1,1
6144,6144,0,1,2,2,2,1.0,2.0,152.0,2,1125,8.0,7.0,9.0,8.0,9.0,8.0,0,17
6145,6145,0,1,2,1,2,1.0,0.0,124.0,2,1125,9.0,9.0,9.0,9.0,10.0,9.0,1,17
6146,6146,1,2,2,3,1,2.0,3.0,160.0,2,10,10.0,10.0,10.0,10.0,9.0,9.0,0,3
6147,6147,0,2,2,2,2,1.0,1.0,333.0,3,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,3
6148,6148,0,4,2,3,1,2.0,2.0,102.0,3,1125,5,5,5,5,5,5,0,1
6149,6149,0,7,1,4,1,1.0,3.0,155.0,180,365,10.0,10.0,9.0,10.0,9.0,10.0,0,1
6150,6150,1,5,1,5,1,3.0,3.0,300.0,7,400,10.0,10.0,10.0,10.0,10.0,9.0,1,1
6151,6151,0,4,2,2,1,1.0,1.0,80.0,1,1125,5,5,5,5,5,5,0,1
6152,6152,0,3,2,2,1,2.0,3.0,175.0,1,1125,5,5,5,5,5,5,1,1
6153,6153,0,3,1,3,1,1.0,2.0,908.0,1,1125,5,5,5,5,5,5,0,3
6154,6154,0,5,1,3,1,1.0,1.0,805.0,1,10,5,5,5,5,5,5,0,3
6155,6155,0,2,1,5,2,3.0,3.0,300.0,2,60,10.0,9.0,10.0,10.0,9.0,10.0,1,1
6157,6157,1,1,1,2,1,1.0,3.0,243.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,8
6159,6159,0,22,2,2,1,1.0,1.0,86.0,1,4,5,5,5,5,5,5,1,1
6160,6160,0,2,1,4,1,1.0,2.0,238.0,1,1125,5,5,5,5,5,5,1,1
6161,6161,0,1,2,2,1,1.0,2.0,155.0,5,786,6.0,4.0,10.0,10.0,10.0,6.0,0,2
6162,6162,0,2,1,6,2,2.0,4.0,569.0,1,1125,9.0,9.0,8.0,9.0,9.0,8.0,0,23
6163,6163,1,4,2,2,1,1.0,2.0,381.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,2
6164,6164,0,13,2,5,2,2.0,4.0,1629.0,3,1125,5,5,5,5,5,5,1,2
6165,6165,0,2,2,1,1,1.0,1.0,80.0,1,5,5,5,5,5,5,5,1,1
6166,6166,0,2,4,2,1,1.0,1.0,1108.0,1,1125,5,5,5,5,5,5,1,20
6167,6167,0,4,2,1,1,1.0,1.0,75.0,2,7,5,5,5,5,5,5,0,1
6168,6168,1,2,2,1,2,1.0,1.0,100.0,3,180,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6170,6170,0,2,2,2,1,1.0,1.0,124.0,3,30,5,5,5,5,5,5,0,1
6171,6171,0,3,1,5,1,2.0,1.0,150.0,2,30,9.0,9.0,10.0,10.0,10.0,9.0,1,2
6172,6172,0,3,4,1,1,1.0,1.0,100.0,1,1125,5,5,5,5,5,5,1,1
6173,6173,0,1,2,2,1,1.0,2.0,324.0,2,30,9.0,9.0,10.0,10.0,9.0,9.0,0,5
6174,6174,0,38,1,4,1,2.0,2.0,400.0,3,6,8.0,8.0,10.0,10.0,6.0,10.0,1,1
6175,6175,0,13,1,6,1,2.0,3.0,982.0,4,99,5,5,5,5,5,5,1,6
6176,6176,0,4,2,2,1,2.0,2.0,116.0,90,1125,5,5,5,5,5,5,1,1
6177,6177,0,1,2,2,2,1.0,1.0,98.0,1,1125,9.0,7.0,8.0,10.0,10.0,8.0,0,1
6178,6178,0,7,2,2,1,1.0,2.0,180.0,1,100,9.0,8.0,7.0,7.0,9.0,9.0,1,7
6179,6179,0,4,1,4,1,2.0,2.0,227.0,3,1125,5,5,5,5,5,5,1,1
6180,6180,0,7,2,2,1,1.0,1.0,170.0,1,100,8.0,7.0,9.0,9.0,7.0,9.0,1,7
6181,6181,0,15,1,6,3,3.0,3.0,1550.0,1,30,5,5,5,5,5,5,0,1
6182,6182,0,30,2,2,1,1.0,2.0,80.0,3,7,5,5,5,5,5,5,1,1
6183,6183,0,1,2,2,1,1.0,1.0,361.0,1,1125,9.0,9.0,9.0,9.0,10.0,9.0,1,31
6184,6184,0,2,2,2,1,2.0,1.0,276.0,3,1125,5,5,5,5,5,5,1,2
6185,6185,0,2,2,2,1,1.0,1.0,133.0,2,10,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6186,6186,0,10,1,2,1,1.0,1.0,963.0,1,365,5,5,5,5,5,5,1,2
6187,6187,0,3,2,6,3,6.0,6.0,28548.0,1,1125,5,5,5,5,5,5,1,1
6188,6188,0,2,3,4,2,2.0,4.0,1808.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,22
6189,6189,1,2,1,4,1,2.0,2.0,394.0,3,30,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6190,6190,0,1,1,7,1,2.0,5.0,820.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,1
6193,6193,0,6,2,1,1,1.0,1.0,80.0,1,30,5,5,5,5,5,5,0,2
6194,6194,0,4,2,1,1,1.0,1.0,80.0,30,1125,5,5,5,5,5,5,1,2
6195,6195,0,1,2,2,1,1.0,1.0,129.0,1,1125,10.0,10.0,10.0,10.0,10.0,8.0,0,1
6196,6196,0,5,1,6,1,2.0,2.0,596.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6197,6197,0,2,1,3,1,1.0,1.0,908.0,1,10,5,5,5,5,5,5,0,3
6199,6199,0,24,2,2,1,1.0,1.0,652.0,8,1125,5,5,5,5,5,5,1,1
6200,6200,0,2,2,2,1,1.0,1.0,238.0,1,7,5,5,5,5,5,5,0,1
6201,6201,1,19,2,2,1,1.0,1.0,553.0,1,1125,10.0,10.0,10.0,10.0,9.0,9.0,0,2
6202,6202,0,3,2,4,1,2.0,2.0,80.0,1,1125,5.0,4.0,8.0,7.0,9.0,7.0,1,1
6204,6204,1,1,1,7,1,2.0,4.0,408.0,4,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,6
6205,6205,0,1,1,1,1,1.0,1.0,408.0,2,1125,10.0,8.0,10.0,10.0,10.0,10.0,1,1
6206,6206,0,16,1,5,1,3.0,3.0,350.0,1,1125,5,5,5,5,5,5,1,1
6207,6207,0,9,1,3,1,1.0,2.0,1001.0,1,3,5,5,5,5,5,5,1,1
6208,6208,0,1,2,4,1,1.0,2.0,345.0,1,1125,5,5,5,5,5,5,1,2
6209,6209,1,1,1,2,1,1.0,1.0,333.0,2,90,10.0,9.0,10.0,10.0,10.0,10.0,1,1
6210,6210,0,27,1,6,2,3.0,3.0,388.0,30,365,5,5,5,5,5,5,1,3
6211,6211,0,27,1,3,1,1.0,1.0,210.0,7,30,5,5,5,5,5,5,1,3
6212,6212,0,1,1,6,1,2.0,3.0,236.0,7,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,7
6213,6213,0,2,1,15,2,3.0,12.0,753.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,0,1
6214,6214,1,1,1,9,2,3.0,6.0,1182.0,2,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,14
6215,6215,1,3,1,5,1,1.0,0.0,915.0,1,99,5,5,5,5,5,5,1,5
6216,6216,1,1,1,3,1,1.0,1.0,238.0,3,61,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6217,6217,0,25,1,1,1,1.0,4.0,350.0,2,60,9.0,9.0,10.0,10.0,8.0,8.0,1,1
6218,6218,0,17,2,1,1,1.0,1.0,114.0,2,1125,8.0,9.0,8.0,8.0,8.0,8.0,0,2
6219,6219,0,13,1,2,1,1.0,2.0,182.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
6222,6222,1,19,2,3,2,2.0,2.0,193.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6223,6223,0,1,1,5,1,2.0,2.0,394.0,3,1125,5,5,5,5,5,5,1,2
6224,6224,0,39,1,4,1,2.0,6.0,204.0,1,30,5,5,5,5,5,5,1,2
6225,6225,0,1,2,1,1,1.0,1.0,140.0,1,1125,5,5,5,5,5,5,0,1
6226,6226,0,5,1,2,1,1.0,1.0,460.0,30,300,10.0,9.0,10.0,9.0,10.0,9.0,1,10
6227,6227,0,1,1,2,1,1.0,1.0,2642.0,3,7,10.0,9.0,10.0,10.0,10.0,10.0,1,2
6228,6228,1,10,1,3,1,1.0,1.0,404.0,4,60,10.0,10.0,10.0,10.0,10.0,10.0,0,3
6229,6229,1,2,2,2,1,1.0,1.0,120.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6230,6230,0,3,1,4,1,1.0,1.0,1200.0,1,1125,5,5,5,5,5,5,1,1
6231,6231,0,2,1,3,1,1.0,1.0,333.0,3,15,10.0,9.0,10.0,10.0,9.0,10.0,1,1
6232,6232,0,4,2,2,1,1.0,2.0,90.0,2,1125,5,5,5,5,5,5,0,1
6233,6233,0,2,1,5,1,2.0,6.0,362.0,1,60,9.0,10.0,10.0,10.0,10.0,9.0,0,1
6234,6234,1,1,1,3,1,1.0,1.0,371.0,1,1125,9.0,10.0,9.0,10.0,10.0,10.0,1,1
6235,6235,0,1,1,4,1,2.0,2.0,443.0,3,6,10.0,9.0,10.0,10.0,10.0,9.0,0,1
6236,6236,0,5,2,2,1,2.0,2.0,150.0,2,25,10.0,10.0,10.0,10.0,9.0,9.0,1,1
6237,6237,0,5,1,3,1,2.0,2.0,1610.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6238,6238,0,1,1,4,1,1.0,1.0,399.0,1,500,9.0,8.0,9.0,10.0,10.0,9.0,1,4
6239,6239,1,1,1,2,2,1.0,1.0,1427.0,7,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,12
6240,6240,1,1,1,2,1,1.0,1.0,466.0,7,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,12
6241,6241,0,1,2,1,1,1.0,1.0,171.0,1,14,10.0,10.0,10.0,10.0,8.0,8.0,0,2
6243,6243,0,1,1,2,1,1.0,1.0,190.0,6,1125,5,5,5,5,5,5,0,7
6244,6244,0,2,2,2,1,1.0,1.0,476.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6245,6245,0,6,2,1,1,1.0,1.0,100.0,1,1125,5,5,5,5,5,5,1,1
6246,6246,0,1,1,4,1,2.0,3.0,433.0,1,28,10.0,10.0,10.0,10.0,10.0,9.0,0,2
6247,6247,0,1,2,3,1,1.0,2.0,657.0,2,1124,5,5,5,5,5,5,1,2
6248,6248,1,1,1,2,1,1.0,1.0,298.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,12
6249,6249,1,1,1,3,1,1.0,1.0,290.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,12
6250,6250,0,2,2,2,1,1.0,2.0,523.0,1,1125,5,5,5,5,5,5,0,2
6251,6251,0,1,1,3,1,2.0,2.0,333.0,2,5,10.0,8.0,10.0,10.0,10.0,8.0,0,1
6252,6252,0,1,4,2,1,1.0,1.0,200.0,1,1125,5,5,5,5,5,5,1,2
6253,6253,0,11,2,1,1,1.0,1.0,481.0,2,30,5,5,5,5,5,5,0,1
6254,6254,1,1,1,2,1,1.0,1.0,270.0,3,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6255,6255,0,7,2,2,2,1.0,1.0,244.0,1,30,5,5,5,5,5,5,1,1
6256,6256,1,6,1,4,1,1.0,2.0,415.0,3,365,10.0,10.0,10.0,10.0,10.0,9.0,1,2
6257,6257,0,1,1,4,1,1.0,4.0,201.0,3,1125,8.0,8.0,10.0,10.0,8.0,8.0,0,1
6258,6258,0,5,3,2,1,1.0,1.0,428.0,30,300,10.0,10.0,10.0,10.0,10.0,10.0,1,10
6259,6259,0,4,2,2,1,1.0,1.0,130.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
6260,6260,0,6,2,1,1,1.0,1.0,100.0,1,1125,5,5,5,5,5,5,1,1
6261,6261,1,4,1,3,1,1.0,1.0,250.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
6262,6262,0,1,2,2,1,1.0,2.0,150.0,1,1125,5,5,5,5,5,5,1,1
6263,6263,0,3,2,2,1,1.0,2.0,411.0,7,14,5,5,5,5,5,5,1,2
6264,6264,0,3,1,4,1,1.0,2.0,381.0,3,120,9.0,8.0,10.0,10.0,9.0,9.0,0,1
6265,6265,1,1,1,7,2,3.0,4.0,1610.0,2,60,10.0,10.0,10.0,10.0,10.0,10.0,1,2
6267,6267,0,10,1,3,1,1.0,1.0,452.0,1,124,10.0,9.0,9.0,10.0,10.0,9.0,1,3
6268,6268,0,10,1,3,1,1.0,0.0,452.0,1,143,10.0,9.0,10.0,10.0,10.0,10.0,1,3
6269,6269,0,10,1,5,1,1.0,2.0,529.0,1,62,10.0,8.0,10.0,10.0,10.0,9.0,1,3
6270,6270,0,8,4,2,1,1.0,2.0,813.0,1,1125,5,5,5,5,5,5,1,1
6271,6271,1,4,1,6,1,2.0,3.0,252.0,3,30,10.0,10.0,10.0,10.0,10.0,10.0,0,3
6272,6272,0,2,1,3,1,1.0,1.0,463.0,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,23
6274,6274,0,4,1,1,1,1.0,1.0,130.0,6,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
6275,6275,0,17,1,6,1,2.0,3.0,866.0,5,28,5,5,5,5,5,5,0,1
6276,6276,0,6,2,2,1,1.0,2.0,75.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,1,1
