,Unnamed: 0,Unnamed: 0.1,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
11565,12614,12614,1,1,1,4,1.0,1.0,2.0,171.0,2,999,10.0,10.0,10.0,10.0,9.0,10.0,1,38
11567,12616,12616,1,1,1,4,1.0,1.0,2.0,171.0,2,999,9.0,9.0,9.0,10.0,9.0,9.0,1,38
11568,12617,12617,1,1,1,8,1.0,2.0,4.0,190.0,2,999,10.0,10.0,10.0,10.0,10.0,10.0,1,38
11569,12618,12618,1,1,1,4,1.0,1.0,2.0,195.0,1,150,10.0,10.0,10.0,10.0,10.0,10.0,0,2
11570,12619,12619,1,1,1,8,1.0,2.0,4.0,190.0,2,999,10.0,10.0,10.0,10.0,10.0,10.0,1,38
11571,12620,12620,0,33,1,4,3.0,1.0,2.0,152.0,7,120,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11572,12621,12621,0,2,1,5,2.0,1.0,3.0,805.0,3,60,5.0,5.0,5.0,5.0,5.0,5.0,0,2
11573,12622,12622,0,1,2,2,1.0,1.0,1.0,619.0,1,1125,10.0,10.0,10.0,10.0,10.0,6.0,0,1
11575,12624,12624,0,7,1,7,2.0,2.0,6.0,300.0,2,1125,10.0,9.0,10.0,9.0,10.0,10.0,1,1
11576,12625,12625,0,38,2,4,1.0,2.0,2.0,244.0,1,5,10.0,10.0,8.0,6.0,8.0,10.0,0,1
11577,12626,12626,0,21,2,2,2.0,1.0,1.0,200.0,1,18,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11578,12627,12627,0,2,1,5,1.0,2.0,2.0,724.0,3,90,8.0,8.0,8.0,8.0,10.0,8.0,1,4
11579,12628,12628,0,3,1,4,1.0,1.0,2.0,402.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11580,12629,12629,1,1,1,8,1.0,2.0,4.0,190.0,2,999,10.0,10.0,10.0,10.0,9.0,10.0,1,38
11582,12632,12632,1,1,1,8,1.0,2.0,4.0,190.0,2,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,38
11583,12633,12633,1,1,1,8,1.0,2.0,4.0,190.0,2,999,10.0,10.0,10.0,10.0,10.0,10.0,1,38
11584,12634,12634,1,1,1,8,1.0,2.0,4.0,190.0,2,999,10.0,10.0,10.0,10.0,9.0,10.0,1,38
11585,12635,12635,1,1,1,8,1.0,2.0,4.0,190.0,2,999,10.0,10.0,10.0,10.0,10.0,10.0,1,38
11586,12636,12636,0,17,1,5,3.0,3.0,3.0,978.0,20,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,6
11587,12637,12637,1,1,1,4,1.0,1.0,2.0,190.0,2,999,10.0,10.0,10.0,10.0,9.0,10.0,1,38
11588,12638,12638,0,2,1,8,1.0,2.0,4.0,563.0,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,5
11589,12639,12639,0,21,1,5,1.0,2.0,4.0,611.0,6,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11590,12640,12640,0,14,1,4,2.0,2.0,3.0,489.0,1,90,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11591,12641,12641,0,5,1,2,1.0,1.0,1.0,604.0,3,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11592,12642,12642,0,2,1,8,1.0,2.0,4.0,563.0,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,5
11593,12643,12643,0,1,2,8,2.0,1.0,1.0,432.0,1,15,10.0,9.0,10.0,10.0,10.0,10.0,1,1
11594,12644,12644,0,2,1,6,1.0,2.0,2.0,362.0,2,350,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11595,12645,12645,0,4,2,1,1.0,1.0,1.0,195.0,7,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11596,12646,12646,0,3,4,2,0.0,1.0,1.0,338.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,11
11597,12647,12647,0,2,1,4,1.0,1.0,2.0,201.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11598,12648,12648,0,8,2,1,1.0,1.0,0.0,81.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,3
11601,12652,12652,0,10,2,4,1.0,2.0,2.0,250.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11602,12653,12653,0,3,3,2,1.0,1.0,1.0,163.0,1,850,2.0,4.0,6.0,8.0,8.0,6.0,1,10
11603,12655,12655,0,3,1,4,1.0,2.0,4.0,633.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
11604,12657,12657,0,7,1,6,1.0,2.0,3.0,342.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11605,12658,12658,0,18,2,1,1.0,1.0,1.0,81.0,1,30,8.0,8.0,9.0,8.0,8.0,8.0,0,1
11606,12659,12659,0,2,2,1,1.0,1.0,1.0,100.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11607,12661,12661,0,2,2,1,1.0,1.0,1.0,122.0,1,3,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11608,12662,12662,0,5,1,4,1.0,1.0,1.0,190.0,1,20,10.0,10.0,10.0,10.0,10.0,10.0,1,1
11609,12663,12663,0,1,1,4,1.0,2.0,2.0,800.0,1,60,4.0,4.0,6.0,6.0,6.0,5.0,1,4
11610,12664,12664,0,3,1,4,1.0,2.0,3.0,505.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
11611,12665,12665,0,1,1,4,1.0,1.0,3.0,98.0,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,3
11612,12668,12668,0,4,3,2,1.0,1.0,1.0,100.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11613,12669,12669,0,7,1,5,2.0,3.0,5.0,570.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,4
11614,12670,12670,1,25,1,4,1.0,1.0,1.0,300.0,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,1
11615,12671,12671,0,20,2,2,1.0,1.0,1.0,200.0,1,4,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11616,12672,12672,0,11,1,4,1.0,1.0,1.0,250.0,2,1125,9.0,8.0,10.0,10.0,10.0,9.0,0,1
11617,12673,12673,0,1,4,6,2.0,1.0,0.0,476.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,17
11618,12674,12674,0,1,3,4,2.0,1.0,4.0,285.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,17
11619,12675,12675,0,4,2,2,1.0,1.0,1.0,98.0,1,29,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11620,12676,12676,0,1,1,3,1.0,1.0,2.0,177.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,3
11621,12677,12677,0,2,1,5,1.0,2.0,4.0,443.0,1,90,10.0,6.0,10.0,10.0,10.0,8.0,1,4
11622,12679,12679,0,1,2,2,1.0,1.0,1.0,89.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,9
11623,12680,12680,0,3,1,4,1.0,1.0,1.0,225.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11624,12681,12681,0,9,2,2,1.0,1.0,0.0,100.0,5,60,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11625,12682,12682,0,23,1,5,1.0,1.0,2.0,611.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,8
11626,12683,12683,0,14,1,4,1.0,2.0,4.0,300.0,7,365,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11627,12684,12684,1,2,2,4,2.0,1.0,1.0,147.0,1,360,10.0,10.0,10.0,10.0,9.0,10.0,0,1
11628,12685,12685,0,7,1,3,1.0,1.0,1.0,228.0,180,1125,8.0,10.0,8.0,10.0,10.0,6.0,0,1
11629,12686,12686,0,2,2,2,1.0,1.0,1.0,100.0,7,180,10.0,9.0,10.0,10.0,10.0,10.0,0,1
11630,12687,12687,0,1,1,8,2.0,3.0,4.0,523.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,6
11631,12689,12689,0,10,1,3,1.0,1.0,1.0,250.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11632,12690,12690,0,12,3,2,1.0,1.0,1.0,150.0,1,1125,9.0,9.0,10.0,10.0,10.0,10.0,0,1
11633,12691,12691,0,7,1,5,1.0,1.0,2.0,611.0,10,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11634,12692,12692,0,4,2,1,1.0,1.0,1.0,204.0,2,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11635,12693,12693,0,7,1,5,2.0,3.0,5.0,489.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,4
11636,12694,12694,0,8,2,2,1.0,1.0,1.0,80.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11637,12695,12695,0,22,3,2,1.0,1.0,2.0,414.0,1,45,9.0,9.0,10.0,8.0,8.0,9.0,1,1
11638,12696,12696,1,1,1,5,1.0,2.0,3.0,248.0,1,501,10.0,10.0,9.0,9.0,9.0,10.0,0,2
11639,12697,12697,0,7,2,2,1.0,1.0,1.0,179.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11642,12700,12700,0,3,1,9,2.0,3.0,6.0,498.0,1,500,9.0,10.0,10.0,10.0,10.0,9.0,1,10
11643,12701,12701,0,8,1,4,1.0,2.0,2.0,121.0,2,150,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11644,12702,12702,0,3,1,3,1.0,1.0,1.0,322.0,2,7,10.0,8.0,10.0,10.0,10.0,10.0,1,1
11645,12703,12703,0,1,3,2,1.0,1.0,1.0,343.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,5
11646,12705,12705,0,1,1,4,1.0,1.0,0.0,150.0,1,1125,8.0,8.0,10.0,9.0,8.0,9.0,1,4
11647,12706,12706,1,1,1,6,2.0,2.0,4.0,529.0,2,1125,9.0,10.0,9.0,10.0,10.0,9.0,1,5
11649,12708,12708,0,2,1,3,1.0,1.0,3.0,300.0,1,365,10.0,9.0,10.0,8.0,10.0,9.0,1,10
11650,12709,12709,0,2,4,4,1.0,1.0,1.0,100.0,1,6,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11652,12711,12711,0,3,2,2,1.0,1.0,2.0,238.0,1,7,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11653,12712,12712,0,2,1,6,1.0,2.0,2.0,750.0,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,1,1
11654,12713,12713,1,2,1,4,1.0,1.0,3.0,266.0,2,90,10.0,10.0,9.0,10.0,10.0,10.0,0,1
11655,12714,12714,0,2,2,1,2.0,1.0,1.0,80.0,1,31,10.0,8.0,10.0,10.0,10.0,10.0,1,1
11656,12715,12715,0,31,2,3,1.0,2.0,2.0,300.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11657,12716,12716,0,1,1,4,1.0,1.0,2.0,150.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,4
11658,12717,12717,0,7,4,1,1.0,1.0,1.0,254.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11659,12718,12718,0,5,2,2,1.0,1.0,1.0,121.0,2,180,10.0,10.0,10.0,10.0,10.0,10.0,1,1
11660,12719,12719,0,8,1,7,1.0,3.0,5.0,629.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11661,12721,12721,0,1,1,6,1.0,1.0,4.0,208.0,1,367,10.0,9.0,10.0,10.0,9.0,9.0,0,2
11662,12722,12722,0,3,3,2,0.0,1.0,1.0,347.0,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,11
11663,12723,12723,0,3,2,1,1.0,1.0,1.0,70.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11664,12724,12724,0,1,1,6,1.0,2.0,6.0,226.0,1,162,9.0,8.0,9.0,9.0,9.0,9.0,1,2
11665,12725,12725,0,2,2,1,1.0,1.0,1.0,60.0,29,365,5.0,5.0,5.0,5.0,5.0,5.0,0,4
11666,12726,12726,0,1,2,2,1.0,1.0,1.0,193.0,1,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11667,12727,12727,0,3,1,3,1.0,1.0,2.0,243.0,3,1125,10.0,10.0,10.0,10.0,8.0,10.0,1,1
11668,12728,12728,0,4,1,2,1.0,1.0,2.0,278.0,1,30,9.0,9.0,9.0,9.0,9.0,9.0,1,5
11669,12729,12729,0,4,2,3,2.0,2.0,2.0,200.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11671,12733,12733,0,1,1,4,1.0,1.0,1.0,238.0,1,4,9.0,9.0,10.0,10.0,9.0,9.0,0,2
11672,12734,12734,1,1,1,8,2.0,3.0,4.0,816.0,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
11673,12735,12735,1,1,1,4,1.0,2.0,2.0,604.0,2,1125,10.0,10.0,10.0,10.0,10.0,9.0,1,6
11674,12736,12736,0,2,1,6,1.0,2.0,4.0,563.0,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,12
11675,12737,12737,0,16,4,2,1.0,1.0,2.0,80.0,1,5,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11676,12738,12738,0,6,2,1,1.0,1.0,2.0,144.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11677,12739,12739,0,4,2,1,1.0,1.0,2.0,80.0,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11678,12740,12740,0,2,2,2,1.0,1.0,1.0,120.0,1,1125,2.0,2.0,2.0,2.0,2.0,2.0,1,3
11679,12741,12741,0,2,2,1,3.0,1.0,2.0,250.0,1,5,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11680,12742,12742,0,28,3,2,1.0,1.0,1.0,180.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11681,12743,12743,0,1,1,3,1.0,1.0,1.0,547.0,2,1125,9.0,10.0,10.0,10.0,10.0,10.0,0,2
11682,12744,12744,1,4,2,3,1.0,1.0,2.0,152.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,1
11684,12747,12747,1,10,1,4,1.0,2.0,2.0,250.0,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,1
11686,12749,12749,0,1,1,4,1.0,1.0,1.0,212.0,3,1125,6.0,6.0,9.0,7.0,9.0,8.0,0,2
11687,12750,12750,0,2,1,4,1.0,1.0,1.0,160.0,10,1125,9.0,7.0,9.0,9.0,9.0,9.0,0,6
11688,12751,12751,0,14,2,2,1.0,1.0,1.0,106.0,1,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11689,12752,12752,0,5,2,2,1.0,1.0,1.0,190.0,2,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11690,12754,12754,0,2,1,4,1.0,1.0,2.0,322.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11691,12755,12755,0,4,2,1,1.0,1.0,3.0,100.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11692,12756,12756,0,13,1,2,1.0,2.0,3.0,407.0,1,10,10.0,10.0,10.0,10.0,10.0,10.0,1,2
11694,12758,12758,0,10,1,2,2.0,2.0,2.0,150.0,2,7,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11695,12759,12759,0,2,2,1,1.0,1.0,1.0,70.0,29,365,5.0,5.0,5.0,5.0,5.0,5.0,0,4
11696,12760,12760,0,8,1,7,1.0,3.0,6.0,596.0,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
11697,12761,12761,0,6,2,2,1.0,1.0,2.0,100.0,1,3,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11698,12762,12762,0,1,2,1,1.0,1.0,1.0,120.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11699,12763,12763,0,1,1,3,1.0,1.0,1.0,300.0,3,30,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11700,12764,12764,0,2,2,1,1.0,1.0,1.0,60.0,29,365,5.0,5.0,5.0,5.0,5.0,5.0,0,4
11701,12765,12765,1,2,1,4,1.0,1.0,2.0,366.0,3,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,1
11702,12766,12766,0,3,2,2,1.0,1.0,1.0,476.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,12
11703,12767,12767,0,7,1,6,1.0,2.0,5.0,250.0,10,1000,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11704,12768,12768,0,5,2,2,1.0,2.0,2.0,130.0,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11705,12769,12769,0,7,1,4,1.0,1.0,1.0,325.0,3,1125,9.0,9.0,9.0,9.0,9.0,9.0,0,5
11707,12771,12771,0,8,2,1,1.0,1.0,1.0,100.0,1,40,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11708,12772,12772,0,4,2,1,1.0,1.0,1.0,100.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
11709,12773,12773,0,21,1,5,2.0,2.0,6.0,570.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11710,12774,12774,0,3,2,2,1.0,1.0,1.0,145.0,2,1125,9.0,9.0,10.0,10.0,10.0,10.0,1,9
11711,12775,12775,0,2,1,3,1.0,1.0,3.0,476.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11712,12776,12776,0,24,2,2,1.0,3.0,3.0,163.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11713,12777,12777,0,5,1,2,1.0,1.0,1.0,266.0,2,10,10.0,10.0,10.0,10.0,10.0,10.0,1,1
11714,12778,12778,0,10,4,2,1.0,1.0,3.0,80.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
11715,12779,12779,1,1,1,6,1.0,2.0,2.0,569.0,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,6
11716,12781,12781,0,4,2,2,1.0,1.0,1.0,131.0,2,30,9.0,9.0,9.0,9.0,9.0,10.0,1,2
11717,12782,12782,0,3,1,4,1.0,2.0,4.0,233.0,5,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
11718,12783,12783,1,2,1,5,1.0,2.0,3.0,467.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,10
11719,12784,12784,1,1,2,2,1.0,1.0,2.0,95.0,1,28,10.0,10.0,10.0,10.0,10.0,10.0,1,2
11720,12785,12785,0,4,2,1,1.0,2.0,0.0,86.0,148,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11721,12786,12786,0,1,1,4,1.0,1.0,0.0,150.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
11724,12789,12789,1,5,1,2,1.0,1.0,1.0,314.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11725,12790,12790,0,7,4,1,1.0,1.0,1.0,90.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
11726,12791,12791,0,6,2,2,1.0,1.0,1.0,80.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11727,12793,12793,0,4,2,2,1.0,1.0,2.0,147.0,2,16,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11729,12795,12795,0,2,3,2,1.0,1.0,1.0,250.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,7
11731,12797,12797,0,4,2,1,1.0,1.0,1.0,90.0,2,30,9.0,8.0,10.0,10.0,10.0,9.0,0,1
11732,12798,12798,1,1,1,4,1.0,1.0,1.0,268.0,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
11733,12799,12799,0,4,1,2,1.0,1.0,1.0,150.0,5,60,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11734,12800,12800,0,7,1,5,1.0,2.0,3.0,520.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11735,12801,12801,0,14,1,5,1.0,1.0,2.0,220.0,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,5
11736,12802,12802,0,7,1,3,1.0,1.0,1.0,293.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,5
11737,12803,12803,0,4,1,4,2.0,2.0,0.0,322.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,11
11738,12804,12804,0,4,1,4,2.0,2.0,0.0,322.0,1,365,9.0,9.0,10.0,9.0,9.0,10.0,0,11
11740,12806,12806,0,2,1,3,1.0,1.0,1.0,480.0,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,0,12
11741,12807,12807,0,7,1,3,1.0,1.0,1.0,260.0,3,40,10.0,6.0,10.0,10.0,10.0,10.0,1,2
11742,12808,12808,0,5,2,2,1.0,1.0,1.0,143.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11743,12809,12809,0,7,1,5,2.0,2.0,3.0,350.0,3,40,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11744,12810,12810,1,2,1,7,1.0,3.0,4.0,690.0,3,1125,10.0,9.0,10.0,10.0,9.0,10.0,1,1
11745,12811,12811,0,4,2,2,1.0,1.0,1.0,80.0,1,3,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11746,12812,12812,0,4,2,2,1.0,2.0,2.0,120.0,1,45,5.0,5.0,5.0,5.0,5.0,5.0,0,2
11748,12814,12814,0,12,2,5,1.0,3.0,0.0,128.0,1,120,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11749,12815,12815,0,24,2,4,2.0,2.0,2.0,319.0,1,3,10.0,10.0,8.0,10.0,10.0,10.0,1,2
11750,12816,12816,0,3,2,5,2.0,2.0,3.0,761.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,12
11751,12817,12817,0,1,1,4,1.0,1.0,3.0,620.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11752,12818,12818,0,7,1,6,2.5,3.0,5.0,407.0,3,90,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11753,12819,12819,0,3,3,4,1.0,1.0,2.0,219.0,1,90,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11754,12822,12822,0,2,1,2,1.0,2.0,2.0,238.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11755,12823,12823,0,4,2,2,1.0,1.0,1.0,163.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11756,12824,12824,0,1,1,4,1.0,1.0,3.0,476.0,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
11757,12825,12825,0,3,2,2,1.0,1.0,1.0,419.0,1,30,8.0,8.0,8.0,8.0,8.0,8.0,1,2
11758,12826,12826,0,3,2,3,1.0,1.0,2.0,561.0,1,30,10.0,6.0,10.0,9.0,10.0,9.0,1,2
11759,12827,12827,0,1,1,3,1.0,1.0,2.0,190.0,1,30,10.0,9.0,10.0,10.0,10.0,10.0,1,8
11760,12828,12828,0,6,2,1,1.0,1.0,1.0,60.0,1,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11761,12829,12829,0,5,1,2,1.0,1.0,1.0,650.0,3,10,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11762,12830,12830,1,1,1,2,1.0,1.0,1.0,355.0,2,90,9.0,9.0,10.0,9.0,10.0,9.0,1,3
11763,12831,12831,0,3,3,2,1.0,1.0,1.0,703.0,1,30,9.0,9.0,10.0,10.0,8.0,10.0,1,2
11764,12832,12832,0,3,1,2,1.0,1.0,1.0,381.0,2,1125,9.0,10.0,10.0,10.0,10.0,10.0,0,17
11765,12833,12833,0,1,2,2,1.0,1.0,1.0,140.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11766,12834,12834,0,1,2,3,1.0,2.0,4.0,185.0,3,29,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11767,12835,12835,0,7,1,4,2.0,2.0,4.0,489.0,3,90,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11768,12836,12836,0,1,1,2,1.0,1.0,1.0,625.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11769,12837,12837,0,1,1,4,1.0,1.0,3.0,120.0,1,1125,8.0,8.0,10.0,10.0,4.0,8.0,1,3
11770,12838,12838,0,27,2,2,1.0,1.0,1.0,161.0,1,6,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11771,12839,12839,0,5,2,2,2.0,1.0,1.0,150.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11772,12840,12840,0,4,2,1,1.0,1.0,1.0,60.0,150,300,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11773,12841,12841,0,20,2,2,1.0,1.0,1.0,150.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,2
11774,12842,12842,0,14,1,4,1.0,2.0,0.0,130.0,3,1125,10.0,6.0,9.0,10.0,10.0,8.0,0,1
11775,12843,12843,0,2,2,2,2.0,1.0,2.0,100.0,3,7,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11776,12844,12844,0,22,2,4,1.0,2.0,4.0,578.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11777,12845,12845,0,17,1,3,1.0,2.0,2.0,200.0,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11778,12846,12846,0,1,1,2,1.0,1.0,1.0,257.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11779,12847,12847,0,4,2,4,1.0,2.0,2.0,238.0,2,28,10.0,8.0,6.0,10.0,10.0,10.0,0,1
11781,12849,12849,0,1,1,2,1.0,1.0,2.0,193.0,2,30,10.0,10.0,10.0,10.0,10.0,10.0,1,8
11782,12850,12850,0,4,2,1,2.0,1.0,1.0,69.0,1,15,5.0,5.0,5.0,5.0,5.0,5.0,0,2
11783,12852,12852,0,23,1,2,2.0,1.0,1.0,481.0,7,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11785,12854,12854,0,5,2,1,1.0,1.0,1.0,100.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11786,12855,12855,0,1,2,1,1.0,1.0,1.0,140.0,2,7,10.0,10.0,10.0,10.0,10.0,10.0,1,1
11787,12856,12856,0,6,4,1,1.0,1.0,1.0,80.0,1,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11788,12857,12857,0,4,2,1,1.0,1.0,1.0,85.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11789,12858,12858,0,8,2,3,1.0,1.0,2.0,82.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
11790,12860,12860,0,1,1,4,1.0,2.0,2.0,770.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
11791,12861,12861,0,12,2,2,1.0,1.0,1.0,120.0,14,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
11792,12862,12862,0,6,2,2,1.0,1.0,1.0,150.0,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
11793,12863,12863,0,2,2,2,1.0,1.0,2.0,571.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
11794,12864,12864,0,25,1,3,1.0,1.0,2.0,240.0,1,1125,10.0,8.0,10.0,10.0,10.0,9.0,0,1
11795,12865,12865,1,3,1,10,2.0,3.0,4.0,644.0,7,60,10.0,10.0,10.0,10.0,10.0,10.0,1,1
11796,12866,12866,0,4,1,4,1.0,1.0,1.0,270.0,2,1125,10.0,9.0,10.0,10.0,9.0,9.0,1,2
11797,12867,12867,0,1,1,2,1.0,1.0,1.0,233.0,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,0,1
