host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,price
within a day,67.0,100.0,0.0,2.0,2.0,1.0,0.0,4,2,1,1,1.0,1.0,7,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.11,195.0
within an hour,100.0,99.0,0.0,12.0,12.0,1.0,1.0,3,4,2,0,1.0,1.0,1,1125,1,2,2,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,11,0.17,338.0
,,,0.0,1.0,1.0,1.0,0.0,2,1,4,1,1.0,2.0,2,1125,1,0,0,0,,,,,,,,0,1,,201.0
,,,0.0,3.0,3.0,1.0,0.0,8,2,1,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,3,,81.0
within an hour,90.0,91.0,0.0,6.0,6.0,1.0,1.0,11,1,7,1,3.0,5.0,2,1125,1,0,0,0,,,,,,,,1,3,,1396.0
within an hour,90.0,91.0,0.0,6.0,6.0,1.0,1.0,11,1,10,5,6.0,13.0,1,1125,1,0,0,0,,,,,,,,1,3,,7273.0
a few days or more,0.0,88.0,0.0,1.0,1.0,1.0,1.0,1,2,2,1,,0.0,5,30,1,4,2,0,85.0,9.0,9.0,9.0,9.0,9.0,9.0,0,1,0.3,86.0
,,,0.0,1.0,1.0,1.0,1.0,10,2,4,1,2.0,2.0,1,1125,1,1,0,0,,,,,,,,1,1,0.07,250.0
within a few hours,93.0,100.0,0.0,4.0,4.0,1.0,1.0,3,3,2,1,1.0,1.0,1,850,1,1,0,0,20.0,2.0,4.0,6.0,8.0,8.0,6.0,1,10,0.08,163.0
within an hour,96.0,99.0,0.0,5.0,5.0,1.0,1.0,1,2,3,1,,2.0,1,1125,1,3,2,0,93.0,8.0,7.0,10.0,10.0,10.0,10.0,1,5,0.23,190.0
within an hour,100.0,99.0,0.0,12.0,12.0,1.0,1.0,3,1,4,1,2.0,4.0,1,1125,1,0,0,0,,,,,,,,1,11,,633.0
,,,0.0,1.0,1.0,0.0,1.0,2,1,3,1,,3.0,5,90,1,0,0,0,,,,,,,,1,2,,322.0
,,,0.0,1.0,1.0,1.0,0.0,7,1,6,1,2.0,3.0,3,30,1,0,0,0,,,,,,,,1,1,,342.0
within a few hours,100.0,67.0,0.0,1.0,1.0,1.0,0.0,18,2,1,1,1.0,1.0,1,30,1,5,4,0,80.0,8.0,8.0,9.0,8.0,8.0,8.0,0,1,0.36,81.0
,,,0.0,0.0,0.0,1.0,1.0,2,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,82.0,0.0,1.0,1.0,1.0,0.0,4,1,3,1,,1.0,3,1125,1,7,4,0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,0.52,244.0
within a day,100.0,,0.0,0.0,0.0,1.0,1.0,2,2,1,1,1.0,1.0,1,3,1,0,0,0,,,,,,,,1,1,,122.0
within an hour,100.0,86.0,0.0,1.0,1.0,1.0,0.0,5,1,4,1,1.0,1.0,1,20,1,6,4,2,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.43,190.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,0.0,1,1,4,1,2.0,2.0,1,60,1,2,1,1,40.0,4.0,4.0,6.0,6.0,6.0,5.0,1,4,0.15,800.0
within an hour,100.0,99.0,0.0,12.0,12.0,1.0,1.0,3,1,4,1,2.0,3.0,2,1125,1,0,0,0,,,,,,,,1,11,,505.0
within a day,61.0,100.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,3.0,1,1125,1,2,2,0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,1,3,0.18,98.0
,,,0.0,1.0,1.0,1.0,0.0,12,2,2,1,,2.0,1,1125,1,0,0,0,,,,,,,,1,1,,308.0
within an hour,96.0,98.0,0.0,11.0,11.0,1.0,1.0,2,1,2,1,,2.0,3,365,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,11,0.12,179.0
,,,0.0,0.0,0.0,1.0,0.0,4,3,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,7,1,5,2,3.0,5.0,1,1125,1,0,0,0,,,,,,,,1,4,,570.0
within an hour,100.0,79.0,1.0,1.0,1.0,1.0,0.0,24,1,4,1,1.0,1.0,1,1125,1,6,5,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,0.44,300.0
,,,0.0,0.0,0.0,1.0,0.0,19,2,2,1,1.0,1.0,1,4,1,0,0,0,,,,,,,,1,1,,200.0
within an hour,100.0,96.0,0.0,2.0,2.0,1.0,1.0,11,1,4,1,1.0,1.0,2,1125,1,12,11,1,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0,1,0.87,250.0
within an hour,100.0,87.0,0.0,22.0,22.0,1.0,1.0,1,4,6,2,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,17,,476.0
within an hour,100.0,87.0,0.0,22.0,22.0,1.0,1.0,1,3,4,2,1.0,4.0,1,1125,1,0,0,0,,,,,,,,1,17,,285.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,4,2,2,1,1.0,1.0,1,29,1,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.15,98.0
within an hour,97.0,100.0,0.0,5.0,5.0,1.0,1.0,1,1,3,1,1.0,2.0,2,1125,1,16,13,0,86.0,9.0,9.0,10.0,10.0,10.0,9.0,1,3,1.15,177.0
,,100.0,0.0,4.0,4.0,1.0,0.0,2,1,5,1,2.0,4.0,1,90,1,2,0,0,90.0,10.0,6.0,10.0,10.0,10.0,8.0,1,4,0.15,443.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,7,1,5,2,,5.0,2,30,1,0,0,0,,,,,,,,1,4,,450.0
within an hour,97.0,97.0,0.0,9.0,9.0,1.0,1.0,1,2,2,1,1.0,1.0,1,1125,1,28,28,3,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1,9,2.68,89.0
,,,0.0,0.0,0.0,1.0,0.0,3,1,4,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,225.0
,,,0.0,1.0,1.0,1.0,1.0,9,2,2,1,1.0,0.0,5,60,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,50.0,0.0,11.0,11.0,1.0,1.0,23,1,5,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,8,,611.0
,,,0.0,0.0,0.0,1.0,1.0,14,1,4,1,2.0,4.0,7,365,1,0,0,0,,,,,,,,1,1,,300.0
within an hour,89.0,100.0,1.0,2.0,2.0,1.0,1.0,2,2,4,2,1.0,1.0,1,360,1,13,13,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1.09,147.0
a few days or more,44.0,91.0,0.0,2.0,2.0,1.0,0.0,7,1,3,1,1.0,1.0,180,1125,1,2,0,0,100.0,8.0,10.0,8.0,10.0,10.0,6.0,0,1,0.15,228.0
within a day,86.0,75.0,0.0,3.0,3.0,1.0,1.0,2,2,2,1,1.0,1.0,7,180,1,2,2,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,0.21,100.0
within an hour,100.0,99.0,0.0,6.0,6.0,1.0,1.0,1,1,8,2,3.0,4.0,3,1125,1,0,0,0,,,,,,,,1,6,,523.0
a few days or more,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5,2,2,1,,1.0,1,5,1,1,0,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,1,0.08,80.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,1.0,10,1,3,1,1.0,1.0,3,1125,1,1,0,0,,,,,,,,1,1,0.07,250.0
within a day,100.0,54.0,0.0,0.0,0.0,1.0,1.0,12,3,2,1,1.0,1.0,1,1125,1,5,3,0,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0,1,0.35,150.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,7,1,5,1,1.0,2.0,10,1125,1,0,0,0,,,,,,,,1,1,,611.0
,,,0.0,2.0,2.0,1.0,0.0,4,2,1,1,1.0,1.0,2,7,1,1,0,0,,,,,,,,0,1,0.07,204.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,1.0,7,1,5,2,3.0,5.0,1,1125,1,0,0,0,,,,,,,,1,4,,489.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,8,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,80.0
,,,0.0,0.0,0.0,1.0,1.0,22,3,2,1,1.0,2.0,1,45,1,2,0,0,100.0,9.0,9.0,10.0,8.0,8.0,9.0,1,1,0.15,414.0
within an hour,100.0,100.0,1.0,3.0,3.0,1.0,1.0,1,1,5,1,2.0,3.0,1,501,1,6,6,0,93.0,10.0,10.0,9.0,9.0,9.0,10.0,0,2,0.55,248.0
,,,0.0,1.0,1.0,1.0,1.0,7,2,2,1,1.0,1.0,3,1125,1,0,0,0,,,,,,,,1,1,,179.0
,,100.0,0.0,0.0,0.0,1.0,0.0,4,1,4,1,1.0,1.0,1,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.1,1100.0
,,50.0,0.0,2.0,2.0,1.0,0.0,2,1,4,1,4.0,4.0,1,1125,1,0,0,0,,,,,,,,1,2,,198.0
within a few hours,93.0,100.0,0.0,4.0,4.0,1.0,1.0,3,1,9,2,3.0,6.0,1,500,1,6,6,0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1,10,0.58,498.0
within a few hours,100.0,100.0,0.0,1.0,1.0,1.0,1.0,8,1,4,1,2.0,2.0,2,150,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.11,121.0
,,50.0,0.0,0.0,0.0,1.0,0.0,3,1,3,1,1.0,1.0,2,7,1,2,1,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,1,0.15,322.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,1,3,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,5,,343.0
a few days or more,20.0,100.0,0.0,4.0,4.0,1.0,0.0,1,1,2,1,,2.0,2,1000,1,3,1,0,87.0,10.0,10.0,10.0,9.0,10.0,10.0,1,2,0.23,241.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,0.0,1,1125,1,5,2,0,92.0,8.0,8.0,10.0,9.0,8.0,9.0,1,4,0.36,150.0
within an hour,100.0,99.0,1.0,7.0,7.0,1.0,1.0,1,1,6,2,2.0,4.0,2,1125,1,18,12,2,94.0,9.0,10.0,9.0,10.0,10.0,9.0,1,5,1.29,529.0
within an hour,67.0,100.0,0.0,0.0,0.0,1.0,0.0,7,1,7,2,2.0,4.0,1,1125,1,0,0,0,,,,,,,,1,1,,3234.0
within an hour,93.0,91.0,0.0,10.0,10.0,1.0,0.0,2,1,3,1,1.0,3.0,1,365,1,5,3,0,88.0,10.0,9.0,10.0,8.0,10.0,9.0,1,10,0.37,300.0
,,,0.0,0.0,0.0,1.0,0.0,2,4,4,1,1.0,1.0,1,6,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,100.0,1.0,1.0,1.0,1.0,1.0,6,1,10,2,4.0,5.0,2,1125,1,12,12,2,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1.17,798.0
,,,0.0,0.0,0.0,1.0,0.0,3,2,2,1,1.0,2.0,1,7,1,0,0,0,,,,,,,,1,1,,238.0
,,,0.0,0.0,0.0,1.0,1.0,2,1,6,1,2.0,2.0,1,1125,1,1,0,0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,0.08,750.0
within an hour,100.0,99.0,1.0,2.0,2.0,1.0,1.0,2,1,4,1,1.0,3.0,2,90,1,29,26,1,99.0,10.0,10.0,9.0,10.0,10.0,10.0,0,1,2.3,266.0
within a day,100.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2,1.0,1.0,1,31,1,1,0,0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,1,0.08,80.0
,,,0.0,1.0,1.0,1.0,0.0,31,2,3,1,2.0,2.0,1,1125,1,1,0,0,,,,,,,,1,1,0.07,300.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,2.0,1,1125,1,7,6,0,91.0,9.0,9.0,9.0,9.0,9.0,9.0,1,4,0.54,150.0
,,,0.0,0.0,0.0,1.0,0.0,7,4,1,1,1.0,1.0,1,30,1,0,0,0,,,,,,,,1,1,,254.0
a few days or more,0.0,83.0,0.0,1.0,1.0,1.0,1.0,5,2,2,1,1.0,1.0,2,180,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.1,121.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,8,1,7,1,3.0,5.0,3,1125,1,0,0,0,,,,,,,,1,1,,629.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,2,1,,1.0,1,10,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,97.0,0.0,0.0,0.0,1.0,0.0,1,1,6,1,1.0,4.0,1,367,1,10,9,0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0,2,0.77,208.0
within an hour,100.0,99.0,0.0,12.0,12.0,1.0,1.0,3,3,2,0,1.0,1.0,1,1125,1,17,17,0,94.0,9.0,9.0,9.0,9.0,9.0,9.0,1,11,1.55,347.0
within a day,100.0,100.0,0.0,0.0,0.0,1.0,0.0,3,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,70.0
within an hour,100.0,97.0,0.0,0.0,0.0,1.0,0.0,1,1,6,1,2.0,6.0,1,162,1,11,11,1,91.0,9.0,8.0,9.0,9.0,9.0,9.0,1,2,0.92,226.0
within a few hours,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,1,1,1.0,1.0,29,365,1,0,0,0,,,,,,,,0,4,,60.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,2,1,1.0,1.0,1,15,1,0,0,0,,,,,,,,1,1,,193.0
,,,0.0,0.0,0.0,1.0,0.0,3,1,3,1,1.0,2.0,3,1125,1,1,0,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,1,0.08,243.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,4,1,2,1,1.0,2.0,1,30,1,13,11,0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1,5,0.96,278.0
,,,0.0,1.0,1.0,1.0,1.0,4,2,3,2,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,1,,200.0
within an hour,90.0,14.0,0.0,1.0,1.0,1.0,1.0,34,2,4,2.5,4.0,4.0,1,1125,1,0,0,0,,,,,,,,0,1,,204.0
within a few hours,100.0,100.0,0.0,3.0,3.0,1.0,1.0,5,2,1,1,,1.0,2,365,1,0,0,0,,,,,,,,0,3,,90.0
,,100.0,0.0,6.0,6.0,1.0,1.0,3,2,2,1,,2.0,1,1125,1,0,0,0,,,,,,,,1,6,,169.0
a few days or more,10.0,39.0,0.0,1.0,1.0,1.0,0.0,1,1,4,1,1.0,1.0,1,4,1,7,6,0,97.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,0.52,238.0
within an hour,100.0,99.0,1.0,5.0,5.0,1.0,1.0,1,1,8,2,3.0,4.0,6,1125,1,33,21,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4,2.36,816.0
within an hour,100.0,99.0,1.0,4.0,4.0,1.0,1.0,1,1,4,1,2.0,2.0,2,1125,1,76,63,4,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,6,5.44,604.0
within an hour,100.0,67.0,0.0,12.0,12.0,1.0,0.0,2,1,6,1,2.0,4.0,5,1125,1,0,0,0,,,,,,,,1,12,,563.0
within a few hours,100.0,100.0,0.0,0.0,0.0,1.0,0.0,17,4,2,1,1.0,2.0,1,5,1,0,0,0,,,,,,,,0,1,,80.0
,,100.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,1.0,2.0,1,30,1,0,0,0,,,,,,,,1,1,,144.0
a few days or more,0.0,100.0,0.0,1.0,1.0,1.0,0.0,4,2,1,1,1.0,2.0,1,30,1,3,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.22,80.0
within a few hours,100.0,100.0,0.0,3.0,3.0,1.0,1.0,2,2,2,1,1.0,1.0,1,1125,1,1,1,0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,0.12,120.0
,,100.0,0.0,0.0,0.0,1.0,1.0,2,2,1,3,1.0,2.0,1,5,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.1,250.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,28,3,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,180.0
within a day,100.0,71.0,0.0,2.0,2.0,1.0,1.0,1,1,3,1,1.0,1.0,2,1125,1,6,3,0,96.0,9.0,10.0,10.0,10.0,10.0,10.0,0,2,0.43,547.0
within a few hours,100.0,100.0,1.0,1.0,1.0,1.0,1.0,4,2,3,1,1.0,2.0,1,1125,1,12,9,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,0.88,152.0
,,,0.0,0.0,0.0,1.0,0.0,3,2,16,7,7.0,20.0,1,1125,1,0,0,0,,,,,,,,1,1,,4024.0
within an hour,88.0,,0.0,1.0,1.0,1.0,0.0,6,1,2,1,,0.0,5,1125,1,0,0,0,,,,,,,,1,2,,120.0
within an hour,100.0,86.0,1.0,1.0,1.0,1.0,1.0,10,1,4,1,2.0,2.0,1,1125,1,69,65,5,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,4.98,250.0
within an hour,100.0,88.0,0.0,64.0,64.0,1.0,1.0,2,1,5,2,2.0,2.0,2,1125,1,2,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,10,0.23,1441.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,0.0,1,1,4,1,1.0,1.0,3,1125,1,2,2,1,60.0,6.0,6.0,9.0,7.0,9.0,8.0,0,2,0.94,212.0
within an hour,88.0,87.0,0.0,6.0,6.0,1.0,0.0,2,1,4,1,1.0,1.0,10,1125,1,9,9,1,89.0,9.0,7.0,9.0,9.0,9.0,9.0,0,6,1.0,160.0
,,,0.0,1.0,1.0,1.0,0.0,14,2,2,1,1.0,1.0,1,5,1,0,0,0,,,,,,,,1,1,,106.0
,,,0.0,0.0,0.0,1.0,1.0,5,2,2,1,1.0,1.0,2,30,1,0,0,0,,,,,,,,1,1,,190.0
,,,0.0,1.0,1.0,1.0,0.0,17,2,2,1,,0.0,1,30,1,0,0,0,,,,,,,,1,1,,158.0
within a day,100.0,,0.0,2.0,2.0,1.0,1.0,2,1,4,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,322.0
,,,0.0,1.0,1.0,1.0,0.0,4,2,1,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,1,,100.0
within a day,50.0,0.0,0.0,3.0,3.0,1.0,0.0,13,1,2,1,2.0,3.0,1,10,1,3,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,0.22,407.0
within an hour,100.0,99.0,1.0,0.0,0.0,1.0,1.0,1,1,11,2,3.0,7.0,2,29,1,41,37,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,7,3.07,502.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,10,1,2,2,2.0,2.0,2,7,1,0,0,0,,,,,,,,1,1,,150.0
within a few hours,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,1,1,1.0,1.0,29,365,1,0,0,0,,,,,,,,0,4,,70.0
,,100.0,0.0,3.0,3.0,1.0,1.0,8,1,7,1,3.0,6.0,3,1125,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,0.08,596.0
,,,0.0,0.0,0.0,1.0,0.0,6,2,2,1,1.0,2.0,1,3,1,0,0,0,,,,,,,,0,1,,100.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,1,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,120.0
a few days or more,20.0,,0.0,1.0,1.0,1.0,1.0,1,1,3,1,1.0,1.0,3,30,1,0,0,0,,,,,,,,1,2,,300.0
within a few hours,100.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2,1,1,1.0,1.0,29,365,1,0,0,0,,,,,,,,0,4,,60.0
within a day,50.0,100.0,1.0,1.0,1.0,1.0,0.0,2,1,4,1,1.0,2.0,3,1125,1,16,12,0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1,1.17,366.0
within a day,90.0,100.0,0.0,0.0,0.0,1.0,0.0,3,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,12,,476.0
a few days or more,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,1,6,1,2.0,5.0,10,1000,1,0,0,0,,,,,,,,0,1,,250.0
,,,0.0,1.0,1.0,1.0,0.0,5,2,2,1,2.0,2.0,1,30,1,0,0,0,,,,,,,,1,1,,130.0
within a few hours,100.0,86.0,0.0,7.0,7.0,1.0,1.0,7,1,4,1,1.0,1.0,3,1125,1,3,1,0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,0,5,0.22,325.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,1.0,23,2,4,11,5.0,2.0,1,90,1,0,0,0,,,,,,,,1,2,,350.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,8,2,1,1,1.0,1.0,1,40,1,0,0,0,,,,,,,,1,2,,100.0
within an hour,100.0,72.0,0.0,2.0,2.0,1.0,1.0,4,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,2,,100.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,0.0,21,1,5,2,2.0,6.0,30,365,1,0,0,0,,,,,,,,1,2,,570.0
within an hour,100.0,93.0,0.0,7.0,7.0,1.0,0.0,3,2,2,1,1.0,1.0,2,1125,1,16,16,1,95.0,9.0,9.0,10.0,10.0,10.0,10.0,1,9,1.7,145.0
,,100.0,0.0,1.0,1.0,1.0,0.0,2,1,3,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,1,,476.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,25,2,2,1,3.0,3.0,1,1125,1,0,0,0,,,,,,,,1,1,,163.0
,,50.0,0.0,0.0,0.0,1.0,0.0,5,1,2,1,1.0,1.0,2,10,1,2,0,0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.15,266.0
within a day,100.0,50.0,0.0,0.0,0.0,1.0,0.0,10,4,2,1,1.0,3.0,1,1125,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.07,80.0
within an hour,99.0,100.0,1.0,7.0,7.0,1.0,1.0,1,1,6,1,2.0,2.0,2,1125,1,48,44,5,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1,6,3.65,569.0
within an hour,100.0,93.0,0.0,7.0,7.0,1.0,0.0,3,2,6,3,,4.0,2,28,1,0,0,0,,,,,,,,1,9,,300.0
within an hour,100.0,95.0,0.0,0.0,0.0,1.0,1.0,4,2,2,1,1.0,1.0,2,30,1,7,5,0,94.0,9.0,9.0,9.0,9.0,9.0,10.0,1,2,0.53,131.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,3,1,4,1,2.0,4.0,5,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,0.63,233.0
within an hour,100.0,99.0,1.0,0.0,0.0,1.0,1.0,2,1,5,1,2.0,3.0,1,1125,1,4,2,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,10,0.29,467.0
within an hour,100.0,100.0,1.0,2.0,2.0,1.0,1.0,1,2,2,1,1.0,2.0,1,28,1,21,15,1,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,1.56,95.0
,,,0.0,1.0,1.0,1.0,0.0,4,2,1,1,2.0,0.0,148,365,1,0,0,0,,,,,,,,0,1,,86.0
within an hour,100.0,100.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,0.0,1,1125,1,1,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,4,1.0,150.0
,,,0.0,2.0,2.0,1.0,1.0,2,1,4,2,1.0,0.0,2,365,1,0,0,0,,,,,,,,0,2,,1903.0
,,,0.0,2.0,2.0,1.0,1.0,2,1,4,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,2,,1610.0
within a few hours,100.0,90.0,1.0,1.0,1.0,1.0,0.0,5,1,2,1,1.0,1.0,2,1125,1,17,11,1,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1.24,314.0
within a few hours,67.0,33.0,0.0,4.0,4.0,1.0,0.0,7,4,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,4,,90.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,1.0,6,2,2,1,1.0,1.0,1,365,1,0,0,0,,,,,,,,0,1,,80.0
,,,0.0,1.0,1.0,1.0,0.0,17,2,2,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,815.0
within an hour,83.0,100.0,0.0,1.0,1.0,1.0,0.0,4,2,2,1,1.0,2.0,2,16,1,5,2,2,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.37,147.0
within an hour,99.0,99.0,1.0,186.0,186.0,1.0,1.0,6,1,3,1,1.0,2.0,1,1125,1,40,36,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,49,2.93,1110.0
within a day,90.0,100.0,0.0,0.0,0.0,1.0,1.0,2,3,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,7,,250.0
within an hour,100.0,94.0,0.0,4.0,4.0,1.0,1.0,16,1,5,2.5,2.0,2.0,20,1125,1,5,2,0,84.0,8.0,9.0,9.0,10.0,10.0,8.0,1,6,0.38,1222.0
within a few hours,100.0,86.0,0.0,0.0,0.0,1.0,0.0,4,2,1,1,1.0,1.0,2,30,1,12,9,0,87.0,9.0,8.0,10.0,10.0,10.0,9.0,0,1,0.86,90.0
within an hour,100.0,91.0,1.0,2.0,2.0,1.0,1.0,1,1,4,1,1.0,1.0,1,1125,1,22,16,5,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,1.62,268.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,1.0,4,1,2,1,1.0,1.0,5,60,1,0,0,0,,,,,,,,0,1,,150.0
within a day,50.0,100.0,0.0,3.0,3.0,1.0,1.0,7,1,5,1,2.0,3.0,3,1125,1,0,0,0,,,,,,,,1,2,,520.0
a few days or more,25.0,67.0,0.0,4.0,4.0,1.0,1.0,14,1,5,1,1.0,2.0,7,1125,1,0,0,0,,,,,,,,1,5,,220.0
within a few hours,100.0,86.0,0.0,7.0,7.0,1.0,1.0,7,1,3,1,1.0,1.0,3,1125,1,0,0,0,,,,,,,,0,5,,293.0
within an hour,91.0,42.0,0.0,11.0,11.0,1.0,1.0,4,1,4,2,2.0,0.0,1,365,1,0,0,0,,,,,,,,0,11,,322.0
