host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,price
within an hour,91.0,42.0,0.0,11.0,11.0,1.0,1.0,4,1,4,2,2.0,0.0,1,365,1,4,4,0,85.0,9.0,9.0,10.0,9.0,9.0,10.0,0,11,0.37,322.0
,,,0.0,1.0,1.0,1.0,1.0,38,1,8,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,2000.0
within an hour,70.0,67.0,0.0,11.0,11.0,1.0,1.0,2,1,3,1,1.0,1.0,1,1125,1,2,1,0,100.0,9.0,9.0,10.0,10.0,10.0,9.0,0,12,0.16,480.0
,,,0.0,0.0,0.0,1.0,0.0,7,1,3,1,1.0,1.0,3,40,1,1,0,0,80.0,10.0,6.0,10.0,10.0,10.0,10.0,1,2,0.07,260.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,5,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,143.0
,,,0.0,0.0,0.0,1.0,0.0,7,1,5,2,2.0,3.0,3,40,1,0,0,0,,,,,,,,1,2,,350.0
a few days or more,0.0,100.0,1.0,0.0,0.0,1.0,1.0,2,1,7,1,3.0,4.0,3,1125,1,21,20,0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,1,1,1.7,690.0
within a day,100.0,50.0,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,1.0,1,3,1,2,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.18,80.0
a few days or more,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4,2,2,1,2.0,2.0,1,45,1,0,0,0,,,,,,,,0,2,,120.0
,,,0.0,1.0,1.0,1.0,0.0,11,1,9,4.5,5.0,6.0,2,1125,1,0,0,0,,,,,,,,1,1,,9626.0
,,,0.0,1.0,1.0,1.0,0.0,12,2,5,1,3.0,0.0,1,120,1,0,0,0,,,,,,,,1,1,,128.0
,,100.0,0.0,2.0,2.0,1.0,0.0,25,2,4,2,2.0,2.0,1,3,1,1,0,0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,1,2,0.08,319.0
within a day,90.0,100.0,0.0,0.0,0.0,1.0,0.0,3,2,5,2,2.0,3.0,2,1125,1,0,0,0,,,,,,,,1,12,,761.0
,,,0.0,0.0,0.0,1.0,1.0,1,1,4,1,1.0,3.0,1,1125,1,0,0,0,,,,,,,,1,1,,620.0
within an hour,100.0,80.0,0.0,1.0,1.0,1.0,0.0,7,1,6,2.5,3.0,5.0,3,90,1,1,0,0,,,,,,,,0,1,0.07,407.0
within an hour,67.0,67.0,0.0,1.0,1.0,1.0,1.0,3,3,4,1,1.0,2.0,1,90,1,0,0,0,,,,,,,,1,2,,219.0
within an hour,93.0,99.0,0.0,17.0,17.0,1.0,1.0,1,1,2,1,,1.0,1,1125,1,26,22,3,88.0,10.0,9.0,10.0,10.0,9.0,9.0,1,16,1.96,135.0
within an hour,93.0,99.0,0.0,17.0,17.0,1.0,1.0,1,1,2,1,,1.0,1,1125,1,21,17,2,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1,16,1.54,132.0
,,0.0,0.0,0.0,0.0,1.0,0.0,2,1,2,1,2.0,2.0,2,1125,1,0,0,0,,,,,,,,1,2,,238.0
a few days or more,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,1.0,2,1125,1,0,0,0,,,,,,,,0,1,,163.0
,,,0.0,2.0,2.0,1.0,1.0,1,1,4,1,1.0,3.0,2,1125,1,0,0,0,,,,,,,,0,2,,476.0
,,100.0,0.0,0.0,0.0,1.0,0.0,3,2,2,1,1.0,1.0,1,30,1,2,0,0,80.0,8.0,8.0,8.0,8.0,8.0,8.0,1,2,0.14,419.0
,,100.0,0.0,0.0,0.0,1.0,0.0,3,2,3,1,1.0,2.0,1,30,1,2,1,0,90.0,10.0,6.0,10.0,9.0,10.0,9.0,1,2,0.16,561.0
within an hour,100.0,100.0,0.0,7.0,7.0,1.0,1.0,1,1,3,1,1.0,2.0,1,30,1,18,13,0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,8,1.33,190.0
a few days or more,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6,2,1,1,1.0,1.0,1,15,1,0,0,0,,,,,,,,0,1,,60.0
within an hour,100.0,,0.0,0.0,0.0,1.0,0.0,5,1,2,1,1.0,1.0,3,10,1,0,0,0,,,,,,,,1,1,,650.0
within an hour,100.0,98.0,1.0,3.0,3.0,1.0,1.0,1,1,2,1,1.0,1.0,2,90,1,14,11,0,93.0,9.0,9.0,10.0,9.0,10.0,9.0,1,3,1.07,355.0
,,100.0,0.0,0.0,0.0,1.0,1.0,3,3,2,1,1.0,1.0,1,30,1,3,3,0,87.0,9.0,9.0,10.0,10.0,8.0,10.0,1,2,0.29,703.0
within an hour,100.0,100.0,0.0,18.0,18.0,1.0,1.0,3,1,2,1,1.0,1.0,2,1125,1,27,23,0,93.0,9.0,10.0,10.0,10.0,10.0,10.0,0,17,1.99,381.0
,,,0.0,1.0,1.0,1.0,0.0,1,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,140.0
,,,0.0,0.0,0.0,1.0,0.0,1,2,3,1,2.0,4.0,3,29,1,0,0,0,,,,,,,,1,1,,185.0
,,,0.0,1.0,1.0,1.0,1.0,7,1,4,2,2.0,4.0,3,90,1,0,0,0,,,,,,,,1,1,,489.0
,,,0.0,1.0,1.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,625.0
within a day,61.0,100.0,0.0,3.0,3.0,1.0,1.0,1,1,4,1,1.0,3.0,1,1125,1,1,1,0,80.0,8.0,8.0,10.0,10.0,4.0,8.0,1,3,0.11,120.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,27,2,2,1,1.0,1.0,1,6,1,0,0,0,,,,,,,,0,1,,161.0
within a day,50.0,50.0,0.0,0.0,0.0,1.0,1.0,5,2,2,2,1.0,1.0,1,1125,1,0,0,0,,,,,,,,0,1,,150.0
,,,0.0,2.0,2.0,1.0,0.0,4,2,1,1,1.0,1.0,150,300,1,0,0,0,,,,,,,,1,1,,60.0
within an hour,100.0,0.0,0.0,2.0,2.0,1.0,1.0,19,2,2,1,1.0,1.0,2,365,1,0,0,0,,,,,,,,0,2,,150.0
within an hour,100.0,100.0,0.0,1.0,1.0,0.0,1.0,14,1,4,1,2.0,0.0,3,1125,1,2,2,0,80.0,10.0,6.0,9.0,10.0,10.0,8.0,0,1,0.28,130.0
,,,0.0,1.0,1.0,1.0,0.0,2,2,2,2,1.0,2.0,3,7,1,0,0,0,,,,,,,,1,1,,100.0
,,,0.0,1.0,1.0,1.0,0.0,22,2,4,1,2.0,4.0,1,1125,1,0,0,0,,,,,,,,0,1,,578.0
a few days or more,40.0,100.0,0.0,2.0,2.0,1.0,0.0,16,1,3,1,2.0,2.0,7,1125,1,0,0,0,,,,,,,,1,2,,200.0
,,,0.0,1.0,1.0,1.0,0.0,1,1,2,1,1.0,1.0,3,1125,1,0,0,0,,,,,,,,0,1,,257.0
a few days or more,0.0,75.0,0.0,0.0,0.0,1.0,0.0,4,2,4,1,2.0,2.0,2,28,1,1,1,0,100.0,10.0,8.0,6.0,10.0,10.0,10.0,0,1,0.11,238.0
within a few hours,93.0,100.0,0.0,4.0,4.0,1.0,1.0,3,1,16,3,5.0,10.0,1,250,1,0,0,0,,,,,,,,1,10,,1323.0
within an hour,100.0,100.0,0.0,7.0,7.0,1.0,1.0,1,1,2,1,1.0,2.0,2,30,1,11,11,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,8,0.92,193.0
within an hour,100.0,0.0,0.0,2.0,2.0,1.0,1.0,4,2,1,2,1.0,1.0,1,15,1,0,0,0,,,,,,,,0,2,,69.0
,,,0.0,1.0,1.0,1.0,1.0,18,2,4,1,,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,204.0
within a day,50.0,0.0,0.0,0.0,0.0,1.0,0.0,23,1,2,2,1.0,1.0,7,30,1,0,0,0,,,,,,,,0,1,,481.0
,,,0.0,1.0,1.0,1.0,1.0,7,1,6,2,3.0,4.0,3,1125,1,0,0,0,,,,,,,,1,1,,1140.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,5,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,100.0
,,,0.0,0.0,0.0,1.0,0.0,1,2,1,1,1.0,1.0,2,7,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.08,140.0
,,,0.0,1.0,1.0,1.0,0.0,6,4,1,1,1.0,1.0,1,10,1,0,0,0,,,,,,,,0,1,,80.0
,,50.0,0.0,1.0,1.0,1.0,1.0,4,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,85.0
a few days or more,0.0,,0.0,4.0,4.0,1.0,1.0,8,2,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,2,,82.0
,,,0.0,0.0,0.0,1.0,0.0,3,1,4,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,1237.0
,,,0.0,2.0,2.0,1.0,1.0,1,1,4,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,2,,770.0
within a day,100.0,100.0,0.0,1.0,1.0,1.0,1.0,12,2,2,1,1.0,1.0,14,1125,1,0,0,0,,,,,,,,1,1,,120.0
within a few hours,100.0,0.0,0.0,1.0,1.0,1.0,1.0,6,2,2,1,1.0,1.0,2,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.08,150.0
,,,0.0,1.0,1.0,1.0,0.0,2,2,2,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,571.0
within an hour,100.0,88.0,0.0,1.0,1.0,1.0,1.0,24,1,3,1,1.0,2.0,1,1125,1,16,14,0,94.0,10.0,8.0,10.0,10.0,10.0,9.0,0,1,1.26,240.0
within a few hours,100.0,82.0,1.0,0.0,0.0,1.0,0.0,3,1,10,2,3.0,4.0,7,60,1,10,8,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.77,644.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,1.0,4,1,4,1,1.0,1.0,2,1125,1,33,24,1,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1,2,2.39,270.0
a few days or more,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,2,1125,1,6,1,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0,1,0.45,233.0
within a day,100.0,,0.0,0.0,0.0,1.0,1.0,22,2,2,1,1.0,2.0,1,30,1,1,0,0,,,,,,,,1,1,0.07,90.0
,,0.0,0.0,2.0,2.0,1.0,0.0,1,1,3,1,1.0,1.0,1,10,1,0,0,0,,,,,,,,0,1,,571.0
,,0.0,0.0,0.0,0.0,1.0,1.0,27,4,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,106.0
,,,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,210.0
,,,0.0,1.0,1.0,1.0,0.0,8,2,2,1,1.0,0.0,1,1125,1,1,0,0,100.0,10.0,10.0,10.0,10.0,6.0,10.0,1,1,0.07,100.0
,,,0.0,1.0,1.0,1.0,0.0,17,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,611.0
within an hour,100.0,99.0,0.0,12.0,12.0,1.0,1.0,1,1,7,1,3.0,3.0,2,1125,1,15,11,0,88.0,10.0,8.0,10.0,10.0,10.0,9.0,1,8,1.1,305.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,1.0,20,4,1,1,1.0,1.0,1,2,1,0,0,0,,,,,,,,0,2,,725.0
a few days or more,0.0,,0.0,2.0,2.0,1.0,1.0,20,2,1,1,1.0,1.0,1,20,1,0,0,0,,,,,,,,1,2,,407.0
,,,0.0,1.0,1.0,0.0,0.0,15,1,2,1,1.0,2.0,5,365,1,0,0,0,,,,,,,,1,1,,147.0
within an hour,100.0,100.0,0.0,12.0,12.0,1.0,1.0,1,1,5,1,1.0,4.0,2,1125,1,17,17,2,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,12,1.67,245.0
within an hour,100.0,93.0,1.0,2.0,2.0,1.0,1.0,1,1,4,2,1.0,2.0,7,1125,1,15,8,0,97.0,9.0,10.0,10.0,10.0,9.0,10.0,1,1,1.1,251.0
within an hour,100.0,100.0,0.0,0.0,0.0,1.0,1.0,1,1,3,1,1.0,2.0,2,1125,1,5,5,0,80.0,9.0,8.0,10.0,9.0,8.0,8.0,1,1,0.5,230.0
within an hour,100.0,50.0,1.0,3.0,3.0,1.0,0.0,2,2,2,1,1.0,1.0,7,180,1,3,3,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,0.31,100.0
,,,0.0,0.0,0.0,1.0,1.0,2,2,4,1,2.0,2.0,2,3,1,0,0,0,,,,,,,,1,1,,900.0
,,,0.0,3.0,3.0,1.0,0.0,16,3,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,1733.0
within a few hours,100.0,50.0,0.0,1.0,1.0,1.0,1.0,6,2,1,1,1.0,4.0,1,30,1,5,0,0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.37,163.0
within a few hours,100.0,,0.0,1.0,1.0,1.0,1.0,5,1,2,1,1.0,1.0,2,1125,1,0,0,0,,,,,,,,0,1,,280.0
within an hour,99.0,99.0,1.0,186.0,186.0,1.0,1.0,2,1,5,3,3.0,4.0,1,1125,1,29,23,4,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1,49,2.13,551.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,0.0,13,1,8,2,4.0,7.0,1,1125,1,0,0,0,,,,,,,,1,2,,1222.0
within a few hours,71.0,95.0,0.0,3.0,3.0,1.0,1.0,29,2,4,1,1.0,1.0,1,1125,1,54,47,3,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2,4.12,190.0
,,,0.0,3.0,3.0,1.0,1.0,1,2,1,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,3,,113.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,4,1,3,1,1.0,2.0,1,30,1,4,4,1,90.0,10.0,10.0,10.0,10.0,9.0,8.0,1,5,0.39,278.0
within an hour,100.0,50.0,0.0,0.0,0.0,1.0,0.0,4,2,2,1,1.0,1.0,1,1125,1,4,3,1,90.0,9.0,8.0,10.0,10.0,10.0,9.0,1,1,0.29,130.0
within an hour,100.0,75.0,0.0,0.0,0.0,1.0,0.0,1,2,2,1,1.0,1.0,2,15,1,0,0,0,,,,,,,,0,2,,225.0
within an hour,100.0,95.0,1.0,2.0,2.0,1.0,1.0,2,1,4,1,1.0,2.0,2,7,1,16,11,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1.22,334.0
,,0.0,0.0,0.0,0.0,1.0,1.0,4,2,2,1,1.0,1.0,1,3,1,3,1,0,93.0,10.0,10.0,10.0,9.0,10.0,10.0,0,1,0.23,285.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,2,2,2,1,1.0,2.0,3,26,1,0,0,0,,,,,,,,0,1,,100.0
a few days or more,14.0,0.0,0.0,3.0,3.0,1.0,0.0,9,2,1,1,1.0,1.0,3,31,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3,0.08,100.0
within an hour,100.0,83.0,0.0,10.0,10.0,1.0,0.0,2,1,6,1,2.0,4.0,7,1125,1,0,0,0,,,,,,,,0,9,,805.0
,,,0.0,0.0,0.0,1.0,0.0,18,2,2,2,1.0,2.0,1,2,1,0,0,0,,,,,,,,1,1,,144.0
,,,0.0,0.0,0.0,1.0,1.0,1,1,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,625.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,9,2,1,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,80.0
,,,0.0,6.0,6.0,1.0,1.0,1,2,1,1,,1.0,1,365,1,0,0,0,,,,,,,,1,4,,241.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,2,1,2,2,1.0,1.0,2,1125,1,0,0,0,,,,,,,,0,1,,1320.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,5,3,3,1,1.0,1.0,1,1125,1,1,0,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,14,0.08,445.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,5,3,5,1,2.0,3.0,1,1125,1,0,0,0,,,,,,,,1,14,,729.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,5,1,5,1,2.0,3.0,1,1125,1,0,0,0,,,,,,,,1,14,,759.0
within an hour,100.0,100.0,0.0,2.0,2.0,1.0,0.0,2,1,4,1,1.0,0.0,5,1125,1,0,0,0,,,,,,,,1,2,,402.0
,,,0.0,1.0,1.0,1.0,0.0,2,1,4,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,1610.0
,,,0.0,0.0,0.0,1.0,0.0,36,2,2,1,1.0,2.0,3,31,1,0,0,0,,,,,,,,1,1,,80.0
within an hour,100.0,,0.0,1.0,1.0,1.0,0.0,2,2,2,1,2.0,2.0,1,30,1,1,0,0,,,,,,,,1,1,0.07,80.0
within an hour,96.0,100.0,1.0,14.0,14.0,1.0,1.0,1,1,6,2,2.0,5.0,2,365,1,16,11,0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,6,1.2,743.0
within an hour,100.0,94.0,0.0,15.0,15.0,1.0,1.0,2,3,2,1,1.0,1.0,2,1125,1,2,1,0,90.0,9.0,10.0,10.0,10.0,10.0,10.0,1,15,0.15,137.0
a few days or more,20.0,100.0,0.0,3.0,3.0,1.0,1.0,2,2,2,1,,1.0,30,90,1,0,0,0,,,,,,,,1,3,,322.0
within a day,100.0,,0.0,0.0,0.0,1.0,1.0,8,2,2,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,0,1,,80.0
,,,0.0,2.0,2.0,1.0,0.0,7,1,2,1,,1.0,20,1125,1,0,0,0,,,,,,,,1,2,,163.0
,,,0.0,1.0,1.0,1.0,0.0,6,2,1,1,1.0,1.0,5,1125,1,0,0,0,,,,,,,,1,1,,122.0
within an hour,100.0,,0.0,1.0,1.0,1.0,1.0,2,2,2,1,1.0,1.0,1,7,1,2,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.15,80.0
,,,0.0,1.0,1.0,1.0,0.0,10,2,3,1,2.0,2.0,1,30,1,0,0,0,,,,,,,,1,1,,98.0
,,0.0,0.0,1.0,1.0,1.0,0.0,6,2,3,1,2.0,3.0,1,3,1,1,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.08,80.0
,,,0.0,2.0,2.0,1.0,0.0,2,1,6,1,2.0,2.0,1,1125,1,1,0,0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,0.07,483.0
within an hour,100.0,100.0,0.0,4.0,4.0,1.0,0.0,1,1,4,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,4,,225.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,10,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,100.0
,,,0.0,1.0,1.0,1.0,1.0,14,1,5,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,1,,611.0
within an hour,100.0,50.0,1.0,3.0,3.0,1.0,0.0,2,2,1,1,1.0,1.0,7,180,1,0,0,0,,,,,,,,0,2,,81.0
,,,0.0,0.0,0.0,1.0,0.0,22,2,2,1,1.0,2.0,1,3,1,0,0,0,,,,,,,,0,1,,100.0
,,,0.0,0.0,0.0,1.0,0.0,2,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,80.0
within an hour,92.0,100.0,0.0,2.0,2.0,1.0,1.0,1,1,6,1,2.0,4.0,1,1125,1,16,14,2,86.0,9.0,8.0,9.0,10.0,10.0,9.0,1,1,1.2,397.0
,,,0.0,0.0,0.0,1.0,0.0,5,3,2,1,4.0,1.0,1,1125,1,0,0,0,,,,,,,,1,6,,714.0
,,100.0,0.0,1.0,1.0,1.0,1.0,2,2,1,1,1.0,1.0,1,365,1,3,0,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.22,133.0
,,100.0,0.0,1.0,1.0,1.0,1.0,4,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,3,,379.0
within an hour,91.0,100.0,0.0,1.0,1.0,1.0,0.0,1,3,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,10,,170.0
within a day,67.0,,0.0,1.0,1.0,1.0,0.0,22,1,2,2,1.0,3.0,1,360,1,0,0,0,,,,,,,,0,1,,180.0
within an hour,91.0,100.0,0.0,1.0,1.0,1.0,0.0,1,3,3,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,10,,170.0
within a day,50.0,,0.0,0.0,0.0,1.0,0.0,7,2,4,1,1.0,3.0,1,29,1,0,0,0,,,,,,,,1,1,,80.0
within an hour,100.0,99.0,0.0,3.0,3.0,1.0,1.0,3,1,5,1,2.0,4.0,1,1125,1,41,32,2,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,3.01,400.0
within an hour,91.0,100.0,0.0,1.0,1.0,1.0,0.0,1,3,3,1,1.0,1.0,1,1125,1,2,1,1,50.0,9.0,5.0,9.0,10.0,10.0,9.0,1,10,0.15,173.0
within an hour,91.0,100.0,0.0,1.0,1.0,1.0,0.0,1,3,3,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,10,,173.0
within an hour,91.0,100.0,0.0,1.0,1.0,1.0,0.0,1,3,4,1,1.0,3.0,1,1125,1,6,4,1,87.0,9.0,9.0,10.0,10.0,10.0,9.0,1,10,0.45,173.0
,,,0.0,0.0,0.0,1.0,0.0,5,3,2,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,6,,904.0
within an hour,97.0,100.0,1.0,6.0,6.0,1.0,1.0,1,1,4,1,2.0,3.0,2,1125,1,41,32,6,96.0,9.0,9.0,10.0,10.0,10.0,9.0,1,4,3.04,334.0
within an hour,100.0,99.0,1.0,0.0,0.0,1.0,1.0,2,2,3,1,1.0,2.0,1,1125,1,0,0,0,,,,,,,,0,10,,217.0
,,,0.0,0.0,0.0,1.0,0.0,6,2,2,2,1.0,1.0,2,1125,1,1,0,0,,,,,,,,1,1,0.07,193.0
,,50.0,0.0,1.0,1.0,1.0,1.0,18,2,2,1,1.0,2.0,1,5,1,3,2,0,93.0,9.0,7.0,9.0,9.0,7.0,9.0,0,1,0.23,81.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,21,1,8,2,3.0,4.0,14,1125,1,0,0,0,,,,,,,,0,1,,831.0
,,100.0,0.0,0.0,0.0,1.0,1.0,1,1,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,180.0
within an hour,93.0,99.0,0.0,17.0,17.0,1.0,1.0,1,2,2,1,,1.0,1,1125,1,4,1,0,80.0,10.0,9.0,10.0,10.0,10.0,9.0,1,16,0.29,138.0
within a day,50.0,67.0,0.0,3.0,3.0,1.0,0.0,3,2,2,1,1.0,1.0,5,1125,1,2,1,0,70.0,6.0,5.0,6.0,7.0,10.0,6.0,1,2,0.16,80.0
within an hour,100.0,100.0,0.0,80.0,80.0,1.0,1.0,8,1,8,2,3.0,4.0,2,365,1,0,0,0,,,,,,,,1,67,,749.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,4,2,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,80.0
,,,0.0,0.0,0.0,1.0,0.0,12,4,1,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,500.0
a few days or more,20.0,100.0,0.0,4.0,4.0,1.0,0.0,1,1,2,1,,1.0,3,1125,1,12,7,0,80.0,9.0,8.0,8.0,9.0,9.0,10.0,1,2,0.9,233.0
within an hour,96.0,100.0,1.0,14.0,14.0,1.0,1.0,1,1,4,2,2.0,2.0,2,365,1,31,29,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6,2.29,928.0
,,,0.0,0.0,0.0,1.0,0.0,5,3,4,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,6,,1142.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,7,2,2,1,,0.0,1,4,1,0,0,0,,,,,,,,1,1,,100.0
within an hour,100.0,100.0,0.0,1.0,1.0,1.0,1.0,5,1,5,2,3.0,4.0,2,1125,1,2,2,0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,0.2,604.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,5,3,3,1,1.0,1.0,1,1125,1,1,1,0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,14,0.77,425.0
,,,0.0,0.0,0.0,1.0,0.0,5,2,2,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,6,,529.0
within a day,100.0,,0.0,1.0,1.0,1.0,0.0,19,4,2,1,1.0,0.0,1,1125,1,0,0,0,,,,,,,,1,1,,244.0
,,,0.0,1.0,1.0,1.0,1.0,9,1,1,1,,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,200.0
within an hour,100.0,83.0,0.0,1.0,1.0,1.0,1.0,2,3,3,31,31.0,42.0,1,101,1,3,2,0,93.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,0.22,72999.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,4,1,2,1,1.0,3.0,1,30,1,26,25,2,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,5,2.02,278.0
within an hour,100.0,100.0,0.0,5.0,5.0,1.0,1.0,4,1,2,1,1.0,1.0,3,30,1,3,1,0,87.0,10.0,8.0,8.0,10.0,9.0,9.0,1,5,0.23,278.0
,,,0.0,1.0,1.0,1.0,0.0,4,2,2,1,2.0,1.0,3,14,1,1,0,0,100.0,10.0,8.0,10.0,10.0,8.0,10.0,0,1,0.08,289.0
,,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,1,2.0,0.0,2,1125,1,0,0,0,,,,,,,,1,2,,143.0
,,,0.0,2.0,2.0,1.0,0.0,3,1,3,1,1.0,1.0,7,1125,1,0,0,0,,,,,,,,1,2,,306.0
a few days or more,0.0,,0.0,1.0,1.0,1.0,0.0,10,2,2,1,1.0,1.0,1,1125,1,0,0,0,,,,,,,,1,1,,80.0
within a day,89.0,,0.0,2.0,2.0,1.0,0.0,2,2,2,1,2.0,2.0,1,1125,1,0,0,0,,,,,,,,1,1,,80.0
,,,0.0,0.0,0.0,1.0,0.0,19,2,1,1,1.0,2.0,1,30,1,0,0,0,,,,,,,,1,1,,80.0
a few days or more,0.0,,0.0,0.0,0.0,1.0,0.0,2,2,2,1,1.0,1.0,15,30,1,0,0,0,,,,,,,,1,1,,85.0
,,100.0,0.0,4.0,4.0,1.0,0.0,2,1,4,1,2.0,2.0,3,90,1,0,0,0,,,,,,,,0,4,,644.0
within an hour,100.0,0.0,0.0,2.0,2.0,1.0,0.0,7,1,3,1,,2.0,6,30,1,1,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.08,204.0
